,SERIAL_NUMBER,PROCESS_DT,DLVR_RQESTER_ID,DLVR_REQUST_STTUS_VALUE,DLVR_RCEPT_CMPNY_ID,DLVR_STORE_ID,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_CODE,DLVR_STORE_SIDO,DLVR_STORE_SIGUNGU,DLVR_STORE_DONG,DLVR_STORE_RI,DLVR_STORE_ADSTRD_CODE,DLVR_STORE_RDNMADR_CODE,DLVR_DSTN_LEGALDONG_CODE,DLVR_DSTN_SIDO,DLVR_DSTN_SIGUNGU,DLVR_DSTN_DONG,DLVR_DSTN_RI,DLVR_DSTN_ADSTRD_CODE,DLVR_DSTN_RDNMADR_CODE,DLVR_MAN_ID,DLVR_AMOUNT,CALL_RLAY_FEE_AMOUNT,GOODS_AMOUNT,SETLE_KND_VALUE,SETLE_CARD_CN,DLVR_RCEPT_TIME,DLVR_CARALC_TIME,DLVR_COMPT_TIME,DLVR_CANCL_TIME
1079629,5853788,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0008385,3500,200,26200,2,,2020-02-09 09:20:58,2020-02-09 09:22:55,2020-02-09 09:36:28,
1079745,5853921,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121010.0,D0008385,3500,200,17200,2,,2020-02-09 09:51:50,2020-02-09 09:52:21,2020-02-09 09:59:39,
1079753,5853930,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163390.0,D0008385,3000,200,11000,2,,2020-02-09 08:37:41,2020-02-09 08:37:56,2020-02-09 08:56:01,
1079773,5853953,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163259.0,D0008385,3500,200,14300,2,,2020-02-09 02:44:35,2020-02-09 03:00:27,2020-02-09 03:11:21,
1079774,5853954,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163682.0,D0008385,4500,200,13600,2,,2020-02-09 03:09:03,2020-02-09 03:09:19,2020-02-09 03:23:39,
1080037,5854271,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163131.0,D0008385,4500,200,15600,2,,2020-02-09 04:58:29,2020-02-09 04:58:44,2020-02-09 05:19:15,
1080042,5854277,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163195.0,D0006552,3500,300,11300,2,,2020-02-09 04:13:48,2020-02-09 04:13:58,2020-02-09 04:21:55,
1080058,5854295,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163395.0,D0008385,3500,200,14200,2,,2020-02-09 03:14:45,2020-02-09 03:14:59,2020-02-09 03:23:38,
1080091,5854333,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163186.0,D0008385,3500,200,20800,2,,2020-02-09 03:25:29,2020-02-09 03:28:17,2020-02-09 03:40:27,
1080110,5854355,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163062.0,D0008385,3000,200,15100,2,,2020-02-09 09:18:53,2020-02-09 09:22:53,2020-02-09 09:36:30,
1080116,5854363,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163401.0,D0008385,3500,200,12400,2,,2020-02-09 04:02:03,2020-02-09 04:05:27,2020-02-09 04:19:55,
1080310,5854589,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163386.0,D0008385,3000,200,13600,2,,2020-02-09 08:36:01,2020-02-09 08:37:49,2020-02-09 08:57:30,
1080350,5854634,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163277.0,D0008385,4000,200,17400,2,,2020-02-09 09:42:57,2020-02-09 09:45:03,2020-02-09 09:59:40,
1080645,5854972,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163327.0,D0006835,4000,300,19800,2,,2020-02-09 11:00:34,2020-02-09 11:00:54,2020-02-09 11:18:51,
1080737,5855088,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163245.0,D0006835,3500,300,15800,2,,2020-02-09 09:58:05,2020-02-09 10:05:14,2020-02-09 10:13:34,
1080889,5855263,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121010.0,D0006835,3000,300,12000,2,,2020-02-09 12:02:59,2020-02-09 12:06:40,2020-02-09 12:13:36,
1080963,5855345,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163254.0,D0006835,3000,300,12200,2,,2020-02-09 12:18:13,2020-02-09 12:20:17,2020-02-09 12:42:38,
1081374,5855813,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163632.0,D0006835,3000,300,13200,2,,2020-02-09 11:53:00,2020-02-09 11:53:26,2020-02-09 12:13:39,
1081502,5855964,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163063.0,D0006835,3000,300,14300,2,,2020-02-09 12:27:45,2020-02-09 12:28:03,2020-02-09 12:42:36,
1081818,5856347,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121011.0,D0006835,3000,300,15400,2,,2020-02-09 11:52:39,2020-02-09 11:52:57,2020-02-09 12:13:41,
1082132,5856712,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163619.0,D0006835,3000,300,12500,2,,2020-02-09 11:53:40,2020-02-09 11:54:00,2020-02-09 12:02:01,
1082706,5857374,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163393.0,D0006835,3000,300,11600,2,,2020-02-09 11:54:44,2020-02-09 11:55:13,2020-02-09 12:13:37,
1082889,5857576,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0006835,3500,300,11300,2,,2020-02-09 13:15:27,2020-02-09 13:15:48,2020-02-09 13:27:52,
1083917,5858775,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165053000.0,116503121008.0,D0006835,3000,300,15700,2,,2020-02-09 12:30:11,2020-02-09 12:34:50,2020-02-09 12:42:34,
1084039,5858915,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163385.0,D0008385,3500,200,15000,2,,2020-02-09 12:52:55,2020-02-09 12:54:11,2020-02-09 13:03:33,
1084984,5860010,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116503121021.0,D0008385,3000,200,18000,2,,2020-02-09 13:39:40,2020-02-09 13:43:47,2020-02-09 13:55:01,
1085437,5860539,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163316.0,D0006835,4000,300,12600,2,,2020-02-09 14:07:35,2020-02-09 14:18:23,2020-02-09 14:18:38,
1085788,5860947,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163385.0,D0006835,3000,300,16900,1,승인:비씨카드사,2020-02-09 13:58:12,2020-02-09 13:59:44,2020-02-09 14:18:42,
1086433,5861684,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116502121002.0,D0006835,3000,300,11100,2,,2020-02-09 14:05:50,2020-02-09 14:06:39,2020-02-09 14:18:40,
1086687,5861972,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0008385,3000,200,27000,2,,2020-02-09 13:46:05,2020-02-09 13:46:21,2020-02-09 13:54:59,
1087193,5862565,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163388.0,D0006835,3000,300,22500,2,,2020-02-09 14:45:32,2020-02-09 14:55:37,2020-02-09 15:13:06,
1087325,5862719,2020-02-09,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1159010700.0,서울특별시,동작구,사당동,,1159063000.0,115904157124.0,D0008385,4000,200,24700,2,,2020-02-09 14:19:03,2020-02-09 14:19:19,2020-02-09 14:30:25,
1087392,5862797,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163237.0,D0006835,3500,300,13300,2,,2020-02-09 14:26:32,2020-02-09 14:27:28,2020-02-09 14:45:12,
1087486,5862908,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1159010700.0,서울특별시,동작구,사당동,,1159063000.0,115904157127.0,D0006835,4000,300,13400,2,,2020-02-09 15:02:07,2020-02-09 15:02:46,2020-02-09 15:13:03,
1088265,5863822,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163131.0,D0006835,3500,300,15300,2,,2020-02-09 14:34:43,2020-02-09 14:35:46,2020-02-09 14:45:10,
1089128,5864844,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163137.0,D0006835,4000,300,15600,2,,2020-02-09 14:58:29,2020-02-09 14:58:50,2020-02-09 15:13:04,
1090248,5866132,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163275.0,D0006835,4000,300,56500,2,,2020-02-09 15:40:14,2020-02-09 16:00:17,2020-02-09 16:11:35,
1091713,5867831,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163061.0,D0006835,3000,300,11200,2,,2020-02-09 16:37:22,2020-02-09 16:37:40,2020-02-09 16:54:38,
1092176,5868374,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163281.0,D0006835,3000,300,25800,2,,2020-02-09 16:44:19,2020-02-09 16:44:43,2020-02-09 16:54:36,
1093315,5869698,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1159010600.0,서울특별시,동작구,동작동,,1159063000.0,115904157154.0,D0006835,4000,300,17800,2,,2020-02-09 16:41:13,2020-02-09 16:41:36,2020-02-09 17:10:28,
1093771,5870233,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163617.0,D0006835,3000,300,15600,2,,2020-02-09 17:10:22,2020-02-09 17:10:44,2020-02-09 17:30:38,
1094057,5870568,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163640.0,D0006835,3500,300,11200,2,,2020-02-09 17:17:35,2020-02-09 17:20:07,2020-02-09 17:47:12,
1094883,5871520,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163117.0,D0006835,3000,300,13600,2,,2020-02-09 17:18:15,2020-02-09 17:20:09,2020-02-09 17:30:35,
1095265,5871981,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163634.0,D0006835,3000,300,45400,2,,2020-02-09 17:16:34,2020-02-09 17:16:54,2020-02-09 17:47:08,
1095576,5872345,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163282.0,D0006835,3000,300,13200,2,,2020-02-09 17:44:17,2020-02-09 17:44:44,2020-02-09 18:10:52,
1096863,5873856,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163391.0,D0006835,3500,300,19800,1,승인:신한카드,2020-02-09 18:00:29,2020-02-09 18:00:59,2020-02-09 18:10:50,
1099178,5876552,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163250.0,D0006835,3000,300,11800,2,,2020-02-09 18:15:03,2020-02-09 18:15:29,2020-02-09 18:29:39,
1100083,5877603,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163390.0,D0006835,3000,300,11200,2,,2020-02-09 18:44:39,2020-02-09 18:46:04,2020-02-09 19:17:29,
1101672,5879464,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163625.0,D0006835,3000,300,12300,2,,2020-02-09 18:40:32,2020-02-09 18:46:02,2020-02-09 19:17:31,
1102190,5880087,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163268.0,D0006835,3500,300,12500,2,,2020-02-09 18:53:35,2020-02-09 18:56:22,2020-02-09 19:17:24,
1103372,5881468,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163257.0,D0006835,3000,300,11800,2,,2020-02-09 18:51:54,2020-02-09 18:52:48,2020-02-09 19:17:27,
1104215,5882447,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163187.0,D0006835,3500,300,13100,2,,2020-02-09 19:12:06,2020-02-09 19:12:32,2020-02-09 19:41:05,
1104403,5882670,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0006835,3000,300,18400,2,,2020-02-09 19:09:05,2020-02-09 19:10:20,2020-02-09 19:41:06,
1104472,5882751,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116502121002.0,D0006835,3000,300,11900,2,,2020-02-09 19:21:11,2020-02-09 19:24:05,2020-02-09 19:41:03,
1108363,5887325,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116502000003.0,D0006835,3000,300,12000,2,,2020-02-09 20:32:03,2020-02-09 20:32:43,2020-02-09 20:55:58,
1108692,5887707,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163572.0,D0006835,3000,300,11200,2,,2020-02-09 20:15:00,2020-02-09 20:23:30,2020-02-09 20:32:49,
1108934,5888000,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116502121002.0,D0006835,3500,300,11800,2,,2020-02-09 20:42:33,2020-02-09 20:45:43,2020-02-09 20:56:06,
1109682,5888874,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1159010700.0,서울특별시,동작구,사당동,,1159063000.0,115904157131.0,D0006835,4000,300,12300,2,,2020-02-09 20:21:42,2020-02-09 20:23:14,2020-02-09 20:32:56,
1110341,5889642,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163624.0,D0006835,3000,300,11200,2,,2020-02-09 20:47:21,2020-02-09 20:47:53,2020-02-09 20:56:01,
1111099,5890550,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163396.0,D0006835,3000,300,11000,2,,2020-02-09 21:28:15,2020-02-09 21:28:54,2020-02-09 21:36:01,
1111362,5890851,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116502121002.0,D0006835,3500,300,12100,2,,2020-02-09 21:10:59,2020-02-09 21:13:14,2020-02-09 21:36:04,
1111832,5891398,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163640.0,D0006835,3500,300,11300,2,,2020-02-09 20:55:21,2020-02-09 20:55:53,2020-02-09 21:24:58,
1112878,5892615,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163628.0,D0006835,3000,300,15600,2,,2020-02-09 21:52:39,2020-02-09 21:52:57,2020-02-09 22:01:45,
1114414,5894402,2020-02-09,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163133.0,D0006835,3500,300,11700,2,,2020-02-09 22:48:09,2020-02-09 22:48:31,2020-02-09 22:56:50,
1115466,5895615,2020-02-10,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163396.0,D0006835,3000,300,16300,2,,2020-02-10 11:29:39,2020-02-10 11:32:12,2020-02-10 11:40:10,
1115505,5895660,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0008385,3500,200,12800,2,,2020-02-10 03:59:00,2020-02-10 04:00:05,2020-02-10 04:14:57,
1115558,5895721,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116502000004.0,D0008385,4000,200,15100,2,,2020-02-10 06:58:17,2020-02-10 06:59:41,2020-02-10 07:12:22,
1115580,5895748,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163391.0,D0008385,4000,200,24900,2,,2020-02-10 04:39:00,2020-02-10 04:39:19,2020-02-10 05:04:44,
1115594,5895765,2020-02-10,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163404.0,D0006835,3500,300,24500,2,,2020-02-10 11:19:21,2020-02-10 11:22:23,2020-02-10 11:40:12,
1115633,5895809,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163630.0,D0008385,3500,200,11700,1,승인:비씨카드사,2020-02-10 04:00:45,2020-02-10 04:01:40,2020-02-10 04:14:59,
1115710,5895905,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165053000.0,116504163067.0,D0008385,3000,200,19100,2,,2020-02-10 10:25:52,2020-02-10 10:27:38,2020-02-10 10:43:23,
1115788,5895997,2020-02-10,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163242.0,D0006835,4000,300,14100,2,,2020-02-10 11:08:13,2020-02-10 11:12:57,2020-02-10 11:40:04,
1115805,5896016,2020-02-10,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0006835,3000,300,20600,2,,2020-02-10 10:11:45,2020-02-10 10:18:49,2020-02-10 10:38:09,
1115866,5896086,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163130.0,D0008385,3500,200,12100,2,,2020-02-10 06:34:36,2020-02-10 06:34:51,2020-02-10 06:51:09,
1115873,5896096,2020-02-10,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163628.0,D0006835,3000,300,23500,2,,2020-02-10 10:04:11,2020-02-10 10:18:47,2020-02-10 10:38:10,
1116096,5896346,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116502000003.0,D0008385,3500,200,12400,2,,2020-02-10 03:03:52,2020-02-10 03:07:22,2020-02-10 03:19:11,
1116211,5896480,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163263.0,D0008385,3500,200,21100,2,,2020-02-10 04:15:45,2020-02-10 04:16:19,2020-02-10 04:34:42,
1116353,5896644,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163662.0,D0008385,3500,200,12000,2,,2020-02-10 04:19:15,2020-02-10 04:20:11,2020-02-10 04:34:39,
1116362,5896655,2020-02-10,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163135.0,D0006835,4000,300,13600,2,,2020-02-10 11:25:49,2020-02-10 11:26:25,2020-02-10 11:40:07,
1116656,5896997,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163250.0,D0008385,3500,200,11900,2,,2020-02-10 01:12:44,2020-02-10 01:13:04,2020-02-10 01:31:09,
1116707,5897058,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163614.0,D0008385,3500,200,15200,2,,2020-02-10 04:15:46,2020-02-10 04:16:21,2020-02-10 04:34:40,
1116725,5897077,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163251.0,D0008385,3500,200,12200,2,,2020-02-10 01:21:14,2020-02-10 01:21:28,2020-02-10 01:31:07,
1116744,5897097,2020-02-10,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163404.0,D0008385,3500,200,20000,1,승인:KB국민카드,2020-02-10 07:35:35,2020-02-10 07:36:39,2020-02-10 07:46:03,
