,period,catl,catm,age,gender,sido,sigungu,cgi
15544,201903,화장품,바디/헤어용품,20,all,서울,종로구,51.86102673528304
15551,201903,화장품,뷰티소품,20,F,서울,용산구,185.09666677082544
15555,201903,화장품,뷰티소품,20,M,서울,은평구,116.91988170756485
15560,201903,화장품,뷰티소품,20,all,서울,용산구,150.06125321030942
15566,201903,화장품,화장품,20,F,서울,서대문구,50.95802432693265
15569,201903,화장품,화장품,20,F,서울,용산구,111.12052511945922
15576,201903,화장품,화장품,20,M,서울,용산구,160.30873178309866
15583,201903,화장품,화장품,20,all,서울,마포구,49.51437169897437
15585,201903,화장품,화장품,20,all,서울,용산구,127.35405389733849
15592,201903,건강/의료용품,건강관리용품,20,F,서울,은평구,110.75219442018734
15602,201903,건강/의료용품,건강관리용품,20,all,서울,은평구,165.48009694045302
15610,201903,식품,가공식품,20,F,서울,은평구,120.13603009554363
15614,201903,식품,가공식품,20,M,서울,서대문구,158.06851368138678
15616,201903,식품,가공식품,20,M,서울,용산구,121.423999429574
15617,201903,식품,가공식품,20,M,서울,은평구,158.05923366484757
15625,201903,식품,가공식품,20,all,서울,은평구,128.78911573082266
15631,201903,식품,기호식품,20,F,서울,용산구,83.0847615597827
15632,201903,식품,기호식품,20,F,서울,종로구,53.971001654306185
15645,201903,식품,기호식품,20,all,서울,서대문구,116.5726961423997
15647,201903,식품,기호식품,20,all,서울,종로구,77.64080196334109
15653,201903,식품,담배,20,F,서울,서대문구,161.5078815687981
15656,201903,식품,담배,20,F,서울,용산구,155.2089150961776
15657,201903,식품,담배,20,F,서울,은평구,90.41192902388164
15658,201903,식품,담배,20,F,서울,종로구,147.06925659907347
15661,201903,식품,담배,20,M,서울,서대문구,194.63574793408094
15663,201903,식품,담배,20,M,서울,종로구,370.9354131537983
15668,201903,식품,담배,20,all,서울,서대문구,179.89226110837262
15672,201903,식품,담배,20,all,서울,용산구,163.89050921425027
15673,201903,식품,담배,20,all,서울,종로구,300.8894261929811
15680,201903,식품,빙과류,20,F,서울,마포구,75.97506900793368
15683,201903,식품,빙과류,20,F,서울,용산구,67.73545834575286
15684,201903,식품,빙과류,20,F,서울,종로구,71.18282868831696
15690,201903,식품,빙과류,20,M,서울,서대문구,129.03611954000365
15694,201903,식품,빙과류,20,M,서울,종로구,36.57570071464493
15706,201903,식품,빵류,20,F,서울,종로구,77.98187761472373
15714,201903,식품,빵류,20,M,서울,종로구,94.38037334165413
15718,201903,식품,빵류,20,all,서울,서대문구,103.63140365087877
15725,201903,식품,신선식품,20,F,서울,마포구,124.01072128746807
15733,201903,식품,신선식품,20,M,서울,은평구,116.65474337740945
15740,201903,식품,신선식품,20,all,서울,서대문구,114.68943306314465
15749,201903,식품,유제품류,20,F,서울,종로구,92.5013611396417
15752,201903,식품,유제품류,20,M,서울,마포구,100.07398264599196
15755,201903,식품,유제품류,20,M,서울,용산구,115.57003842656565
15760,201903,식품,유제품류,20,all,서울,마포구,115.44927502470017
15768,201903,식품,음료,20,F,서울,종로구,97.973132047744
15774,201903,식품,음료,20,M,서울,서대문구,105.18912518655857
15775,201903,식품,음료,20,M,서울,종로구,86.39882365411249
15779,201903,식품,음료,20,all,서울,마포구,98.14180694504492
15792,201903,식품,제과류,20,M,서울,은평구,142.4333569263807
15800,201903,식품,제과류,20,all,서울,서대문구,113.10903158248644
15814,201903,식품,주류,20,M,서울,마포구,104.84756136779043
15818,201903,식품,주류,20,all,서울,마포구,119.87232731772517
15819,201903,식품,주류,20,all,서울,서대문구,110.18944167871705
15820,201903,식품,주류,20,all,서울,용산구,117.7302759047948
15821,201903,식품,주류,20,all,서울,종로구,92.51276588227941
15829,201903,일용품,생활용품,20,F,서울,마포구,104.67608391811764
15839,201903,일용품,생활용품,20,M,서울,마포구,86.70998922839159
15840,201903,일용품,생활용품,20,M,서울,서대문구,134.08811619618342
15844,201903,일용품,생활용품,20,M,서울,용산구,61.326559425223465
15845,201903,일용품,생활용품,20,M,서울,은평구,243.40596637367557
15846,201903,일용품,생활용품,20,M,서울,종로구,102.38699869016862
15850,201903,일용품,생활용품,20,all,서울,서대문구,114.3456150315294
15851,201903,일용품,생활용품,20,all,서울,용산구,72.41552867046322
15861,201903,일용품,애완동물용품,20,M,서울,마포구,21.85326539705911
15863,201903,일용품,애완동물용품,20,M,서울,용산구,32.51708144232208
15865,201903,일용품,애완동물용품,20,all,서울,서대문구,76.0867688844543
15867,201903,일용품,애완동물용품,20,all,서울,용산구,267.40174000801176
15870,201903,화장품,바디/헤어용품,20,F,서울,서대문구,102.34274172176993
15879,201903,화장품,바디/헤어용품,20,all,서울,마포구,88.71643511838938
15881,201903,화장품,바디/헤어용품,20,all,서울,용산구,85.2746987588412
15886,201903,화장품,뷰티소품,20,F,서울,은평구,121.07155710449496
15888,201903,화장품,뷰티소품,20,M,서울,서대문구,41.13273216263249
15894,201903,화장품,뷰티소품,20,all,서울,서대문구,143.39232657279422
15897,201903,화장품,뷰티소품,20,all,서울,은평구,120.36700996698951
15898,201903,화장품,뷰티소품,20,all,서울,종로구,80.69339419822253
15908,201903,화장품,화장품,20,M,서울,마포구,26.35583901473499
15909,201903,화장품,화장품,20,M,서울,서대문구,44.770260478116825
15914,201903,화장품,화장품,20,all,서울,서대문구,48.5168186432296
15929,201903,건강/의료용품,건강관리용품,20,M,서울,용산구,168.01109798078403
15930,201903,건강/의료용품,건강관리용품,20,M,서울,은평구,253.00225963599632
15931,201903,건강/의료용품,건강관리용품,20,M,서울,종로구,183.3948826796798
15937,201903,건강/의료용품,건강관리용품,20,all,서울,서대문구,175.06643266727718
15947,201903,식품,가공식품,20,F,서울,용산구,114.39342428653994
15948,201903,식품,가공식품,20,F,서울,종로구,78.96075365932154
15956,201903,식품,가공식품,20,M,서울,마포구,113.96275486165838
15958,201903,식품,가공식품,20,M,서울,종로구,118.98317365006649
15961,201903,식품,가공식품,20,all,서울,마포구,113.08237733408264
15965,201903,식품,기호식품,20,F,서울,서대문구,115.578678715524
15974,201903,식품,기호식품,20,M,서울,마포구,80.79652366221768
15975,201903,식품,기호식품,20,M,서울,서대문구,119.19613502586596
15977,201903,식품,기호식품,20,M,서울,용산구,47.19724158152009
15978,201903,식품,기호식품,20,M,서울,은평구,147.76096025739128
15983,201903,식품,기호식품,20,all,서울,용산구,76.21475923964026
15984,201903,식품,기호식품,20,all,서울,은평구,105.07469535972237
15993,201903,식품,담배,20,M,서울,용산구,170.07073182007304
15994,201903,식품,담배,20,M,서울,은평구,193.9092523817213
15997,201903,식품,담배,20,all,서울,은평구,134.11764705882354
16008,201903,식품,빙과류,20,M,서울,용산구,73.41656747271568
16013,201903,식품,빙과류,20,all,서울,마포구,73.52067545939116
16024,201903,식품,빵류,20,F,서울,용산구,75.70814442874315
16027,201903,식품,빵류,20,M,서울,서대문구,123.82832340042349
16029,201903,식품,빵류,20,M,서울,용산구,119.69352016165752
16030,201903,식품,빵류,20,M,서울,은평구,151.06366972703796
16034,201903,식품,빵류,20,all,서울,마포구,134.0075054508975
16036,201903,식품,빵류,20,all,서울,용산구,88.60379723893365
16037,201903,식품,빵류,20,all,서울,은평구,133.33807785511502
16045,201903,식품,신선식품,20,M,서울,서대문구,147.42748921055625
16048,201903,식품,신선식품,20,M,서울,종로구,80.4727642020746
16055,201903,식품,신선식품,20,all,서울,종로구,92.57819521725945
16060,201903,식품,유제품류,20,F,서울,마포구,121.62578521985183
16068,201903,식품,유제품류,20,M,서울,서대문구,139.80415837677867
16071,201903,식품,유제품류,20,M,서울,종로구,87.22019193525549
16076,201903,식품,유제품류,20,all,서울,용산구,111.06526918667512
16084,201903,식품,음료,20,M,서울,마포구,72.23218110403863
16086,201903,식품,음료,20,M,서울,용산구,117.192489809619
16093,201903,식품,음료,20,all,서울,용산구,94.55678315681273
16094,201903,식품,음료,20,all,서울,은평구,114.04556403029122
16095,201903,식품,음료,20,all,서울,종로구,91.78912524404464
16101,201903,식품,제과류,20,F,서울,마포구,113.86114468317686
16109,201903,식품,제과류,20,M,서울,서대문구,141.3978073342771
16116,201903,식품,제과류,20,all,서울,종로구,143.00557116075083
16123,201903,식품,주류,20,F,서울,용산구,121.27913412459259
16127,201903,식품,주류,20,M,서울,서대문구,101.2709701664152
16130,201903,식품,주류,20,M,서울,용산구,110.33481101135332
16137,201903,식품,주류,20,all,서울,은평구,125.72689121356764
16148,201903,일용품,생활용품,20,all,서울,마포구,99.25575947492365
16158,201903,일용품,애완동물용품,20,F,서울,용산구,326.0109372731484
16168,201903,일용품,애완동물용품,20,all,서울,마포구,67.4188529749141
16188,201903,화장품,바디/헤어용품,20,F,서울,은평구,109.38117366040802
16194,201903,화장품,바디/헤어용품,20,M,서울,용산구,29.68694764130563
16195,201903,화장품,바디/헤어용품,20,M,서울,은평구,127.058579963839
16196,201903,화장품,바디/헤어용품,20,M,서울,종로구,63.30391975612685
16209,201903,화장품,뷰티소품,20,F,서울,마포구,61.18237095557232
16210,201903,화장품,뷰티소품,20,F,서울,서대문구,195.57714431803646
16223,201903,화장품,뷰티소품,20,M,서울,용산구,41.49721968628102
16224,201903,화장품,뷰티소품,20,M,서울,종로구,268.3853590495888
16234,201903,화장품,화장품,20,F,서울,마포구,65.5633267238607
16236,201903,화장품,화장품,20,F,서울,은평구,98.24961552881766
16243,201903,화장품,화장품,20,M,서울,은평구,108.42267416702728
16248,201903,화장품,화장품,20,all,서울,종로구,118.65704050753322
16254,201903,건강/의료용품,건강관리용품,30,F,서울,마포구,108.04373294809817
16259,201903,건강/의료용품,건강관리용품,30,F,서울,용산구,96.58552419346758
16260,201903,건강/의료용품,건강관리용품,30,F,서울,은평구,103.99550503395932
16261,201903,건강/의료용품,건강관리용품,30,F,서울,종로구,112.86463889111549
16266,201903,건강/의료용품,건강관리용품,30,M,서울,마포구,94.82640878604401
16267,201903,건강/의료용품,건강관리용품,30,M,서울,서대문구,52.4489744684056
16270,201903,건강/의료용품,건강관리용품,30,M,서울,은평구,173.83834730107316
16271,201903,건강/의료용품,건강관리용품,30,M,서울,종로구,65.28883693230696
16276,201903,건강/의료용품,건강관리용품,30,all,서울,서대문구,47.11902784393229
16277,201903,건강/의료용품,건강관리용품,30,all,서울,종로구,88.51584800783273
16281,201903,식품,가공식품,30,F,서울,마포구,101.08836005618437
16283,201903,식품,가공식품,30,F,서울,은평구,109.1481749557058
16291,201903,식품,가공식품,30,M,서울,은평구,117.73869322593492
16303,201903,식품,기호식품,30,F,서울,마포구,97.81401971208624
16311,201903,식품,기호식품,30,M,서울,서대문구,122.51576419255758
16312,201903,식품,기호식품,30,M,서울,은평구,100.12805415992572
16319,201903,식품,기호식품,30,all,서울,서대문구,115.19460558120579
16326,201903,식품,담배,30,F,서울,서대문구,116.98563315589894
16327,201903,식품,담배,30,F,서울,용산구,111.55836306887329
16332,201903,식품,담배,30,M,서울,마포구,132.20339916861872
16334,201903,식품,담배,30,M,서울,은평구,130.86955522655578
16341,201903,식품,담배,30,all,서울,종로구,172.90817366490012
16356,201903,식품,빙과류,30,all,서울,마포구,80.68295845458377
16357,201903,식품,빙과류,30,all,서울,서대문구,80.37812780363822
16359,201903,식품,빙과류,30,all,서울,은평구,80.6328685340293
16362,201903,식품,빵류,30,F,서울,마포구,112.64339052976221
16368,201903,식품,빵류,30,all,서울,서대문구,94.64615187433992
16373,201903,식품,신선식품,30,F,서울,종로구,82.16596309064028
16378,201903,식품,신선식품,30,M,서울,서대문구,107.66727250871651
16380,201903,식품,신선식품,30,M,서울,은평구,122.36320165551443
16388,201903,식품,신선식품,30,all,서울,마포구,99.51009586040036
16392,201903,식품,신선식품,30,all,서울,용산구,102.54273238111256
16393,201903,식품,신선식품,30,all,서울,종로구,81.91107776271116
16398,201903,식품,유제품류,30,M,서울,서대문구,102.02790660811935
16403,201903,식품,유제품류,30,all,서울,마포구,103.77209434351305
16404,201903,식품,유제품류,30,all,서울,서대문구,100.74742659790265
16406,201903,식품,유제품류,30,all,서울,은평구,114.02693095474682
16409,201903,식품,음료,30,F,서울,마포구,53.51067061648424
16412,201903,식품,음료,30,F,서울,용산구,79.93111048402855
16413,201903,식품,음료,30,F,서울,은평구,103.77215062392423
16431,201903,식품,제과류,30,F,서울,서대문구,177.2642504202068
16434,201903,식품,제과류,30,F,서울,은평구,102.78379160856024
16443,201903,식품,제과류,30,M,서울,종로구,146.6905013214276
16452,201903,식품,제과류,30,all,서울,은평구,109.83389636557828
16458,201903,식품,주류,30,F,서울,용산구,97.65635851464279
16459,201903,식품,주류,30,F,서울,은평구,105.13143673893832
16464,201903,식품,주류,30,M,서울,마포구,119.55095606250352
16465,201903,식품,주류,30,M,서울,서대문구,99.25544325047669
16466,201903,식품,주류,30,M,서울,용산구,102.18098963545559
16469,201903,식품,주류,30,all,서울,마포구,108.57259209990568
16470,201903,식품,주류,30,all,서울,서대문구,98.27210603538872
16475,201903,일용품,생활용품,30,F,서울,서대문구,89.5722935532658
16494,201903,일용품,애완동물용품,30,F,서울,용산구,109.1312182198514
16502,201903,일용품,애완동물용품,30,M,서울,서대문구,112.72636234665777
16504,201903,일용품,애완동물용품,30,M,서울,용산구,94.62802559778795
16516,201903,화장품,바디/헤어용품,30,F,서울,용산구,63.033649565255786
16517,201903,화장품,바디/헤어용품,30,F,서울,종로구,61.13923343967943
16519,201903,화장품,바디/헤어용품,30,M,서울,서대문구,1099.269121928378
16539,201903,화장품,화장품,30,F,서울,마포구,75.5050867515972
16541,201903,화장품,화장품,30,F,서울,종로구,107.62656382054304
16544,201903,화장품,화장품,30,M,서울,서대문구,51.53669978656298
16545,201903,화장품,화장품,30,M,서울,은평구,102.72855913218751
16550,201903,화장품,화장품,30,all,서울,마포구,92.10320852511379
16553,201903,화장품,화장품,30,all,서울,은평구,98.50774508144222
16565,201903,건강/의료용품,건강관리용품,30,all,서울,마포구,100.36855218357769
16572,201903,식품,가공식품,30,F,서울,용산구,102.12575946656858
16575,201903,식품,가공식품,30,M,서울,서대문구,91.41625131168126
16581,201903,식품,가공식품,30,all,서울,마포구,104.18044231292734
16582,201903,식품,가공식품,30,all,서울,서대문구,99.77451271950501
16584,201903,식품,가공식품,30,all,서울,은평구,111.37916807285966
16590,201903,식품,기호식품,30,M,서울,마포구,107.7125355143701
16606,201903,식품,담배,30,F,서울,은평구,98.74748856495529
16609,201903,식품,담배,30,M,서울,서대문구,149.97649173031309
16611,201903,식품,담배,30,M,서울,종로구,182.04725172365954
16616,201903,식품,담배,30,all,서울,마포구,137.75152026106494
16617,201903,식품,담배,30,all,서울,서대문구,137.77537825417102
16624,201903,식품,빙과류,30,F,서울,서대문구,79.52219660127895
16627,201903,식품,빙과류,30,F,서울,은평구,78.12349149991613
16628,201903,식품,빙과류,30,F,서울,종로구,69.67472379468092
16641,201903,식품,빙과류,30,all,서울,용산구,81.89441665917327
16648,201903,식품,빵류,30,F,서울,은평구,134.02735915373958
16653,201903,식품,빵류,30,M,서울,서대문구,93.91744501223616
16662,201903,식품,빵류,30,all,서울,은평구,135.17813956949863
16669,201903,식품,신선식품,30,F,서울,서대문구,106.13387507724642
16673,201903,식품,신선식품,30,F,서울,은평구,110.30011879061216
16678,201903,식품,신선식품,30,M,서울,마포구,85.15193670099289
16690,201903,식품,유제품류,30,F,서울,마포구,100.17263448959602
16691,201903,식품,유제품류,30,F,서울,서대문구,100.27018683472127
16693,201903,식품,유제품류,30,F,서울,용산구,101.55882516336071
16701,201903,식품,유제품류,30,M,서울,은평구,118.2066466966954
16705,201903,식품,유제품류,30,all,서울,용산구,104.52656973383979
16706,201903,식품,유제품류,30,all,서울,종로구,89.2258450984045
16712,201903,식품,음료,30,F,서울,서대문구,91.46905336281029
16729,201903,식품,음료,30,all,서울,용산구,84.59375105971655
16741,201903,식품,제과류,30,all,서울,종로구,56.701961620111895
16746,201903,식품,주류,30,F,서울,종로구,59.41416935140721
16752,201903,식품,주류,30,M,서울,종로구,121.01267389931473
16764,201903,일용품,생활용품,30,F,서울,용산구,85.23825685024407
16776,201903,일용품,생활용품,30,all,서울,서대문구,95.52234754137426
16778,201903,일용품,생활용품,30,all,서울,종로구,74.49101893786717
16786,201903,일용품,애완동물용품,30,F,서울,마포구,78.93149497103951
16789,201903,일용품,애완동물용품,30,F,서울,은평구,110.51716787348113
16794,201903,일용품,애완동물용품,30,M,서울,종로구,95.74233694091885
16818,201903,화장품,바디/헤어용품,30,M,서울,마포구,111.11963036450001
16821,201903,화장품,바디/헤어용품,30,M,서울,용산구,62.62298681899354
16827,201903,화장품,바디/헤어용품,30,all,서울,서대문구,46.25214134367883
16829,201903,화장품,바디/헤어용품,30,all,서울,은평구,80.83178353861786
16830,201903,화장품,바디/헤어용품,30,all,서울,종로구,50.2261334521555
16833,201903,화장품,뷰티소품,30,F,서울,마포구,105.011504069266
16834,201903,화장품,뷰티소품,30,F,서울,서대문구,125.58697514995714
16842,201903,화장품,뷰티소품,30,M,서울,종로구,97.32111830674458
16846,201903,화장품,뷰티소품,30,all,서울,서대문구,117.73002417551963
16849,201903,화장품,뷰티소품,30,all,서울,용산구,127.76666773608244
16861,201903,화장품,화장품,30,M,서울,용산구,86.40091342653618
16862,201903,화장품,화장품,30,M,서울,종로구,76.5576717409607
16881,201903,건강/의료용품,건강관리용품,30,M,서울,용산구,105.45842181689987
16887,201903,건강/의료용품,건강관리용품,30,all,서울,용산구,102.13647002340515
16901,201903,식품,가공식품,30,M,서울,마포구,112.1708536078458
16906,201903,식품,가공식품,30,all,서울,용산구,100.78632089607945
16910,201903,식품,기호식품,30,F,서울,서대문구,112.31553475477811
16913,201903,식품,기호식품,30,F,서울,용산구,105.49446678562569
16914,201903,식품,기호식품,30,F,서울,은평구,100.0464956599721
16915,201903,식품,기호식품,30,F,서울,종로구,100.86155904487957
16921,201903,식품,기호식품,30,M,서울,종로구,90.36262765247507
16925,201903,식품,기호식품,30,all,서울,용산구,105.67311989881551
16926,201903,식품,기호식품,30,all,서울,종로구,97.7082927877442
16932,201903,식품,담배,30,F,서울,종로구,143.7731223753691
16940,201903,식품,담배,30,M,서울,용산구,140.4848879844493
16946,201903,식품,담배,30,all,서울,용산구,131.38797877946516
16956,201903,식품,빙과류,30,M,서울,마포구,74.8740143613715
16957,201903,식품,빙과류,30,M,서울,서대문구,82.36461486283736
16961,201903,식품,빙과류,30,M,서울,은평구,88.10265532955826
16962,201903,식품,빙과류,30,M,서울,종로구,67.33244276763412
16968,201903,식품,빙과류,30,all,서울,종로구,68.74754932856106
16976,201903,식품,빵류,30,M,서울,마포구,129.4757625607977
16980,201903,식품,빵류,30,M,서울,용산구,99.05224006118846
16992,201903,식품,신선식품,30,F,서울,마포구,104.0759260323472
17001,201903,식품,신선식품,30,M,서울,용산구,109.17869585480602
17013,201903,식품,유제품류,30,F,서울,종로구,84.95927372569287
17021,201903,식품,유제품류,30,M,서울,종로구,98.59031691944004
17039,201903,식품,음료,30,M,서울,은평구,65.17049040062687
17040,201903,식품,음료,30,M,서울,종로구,95.66598608089605
17044,201903,식품,음료,30,all,서울,은평구,88.31988438184467
17051,201903,식품,제과류,30,F,서울,종로구,21.115828008935594
17060,201903,식품,제과류,30,M,서울,마포구,137.7200547326349
17061,201903,식품,제과류,30,M,서울,서대문구,173.73189745138214
17063,201903,식품,제과류,30,M,서울,용산구,119.71357659016476
17064,201903,식품,제과류,30,M,서울,은평구,131.5801861732614
17075,201903,식품,주류,30,F,서울,마포구,101.76872125995487
17076,201903,식품,주류,30,F,서울,서대문구,97.79442034098264
17092,201903,식품,주류,30,all,서울,용산구,99.3950206182142
17097,201903,일용품,생활용품,30,F,서울,은평구,121.92285261448687
17098,201903,일용품,생활용품,30,F,서울,종로구,73.88984973991987
17108,201903,일용품,생활용품,30,M,서울,용산구,89.06960215868006
17109,201903,일용품,생활용품,30,M,서울,은평구,112.43955033323456
17110,201903,일용품,생활용품,30,all,서울,마포구,93.74073530174678
17112,201903,일용품,생활용품,30,all,서울,용산구,86.30725852817291
17115,201903,일용품,애완동물용품,30,F,서울,서대문구,90.7108959706921
17119,201903,일용품,애완동물용품,30,M,서울,마포구,121.23259689241543
17122,201903,일용품,애완동물용품,30,M,서울,은평구,109.3455320472714
17126,201903,일용품,애완동물용품,30,all,서울,서대문구,99.24110881536018
17128,201903,일용품,애완동물용품,30,all,서울,종로구,39.828535302915824
17133,201903,화장품,바디/헤어용품,30,F,서울,서대문구,30.820611000175127
17140,201903,화장품,바디/헤어용품,30,all,서울,마포구,99.21656949814152
17148,201903,화장품,뷰티소품,30,F,서울,은평구,104.31347785488282
17152,201903,화장품,뷰티소품,30,M,서울,마포구,117.45261091885747
17153,201903,화장품,뷰티소품,30,M,서울,서대문구,97.11720758053758
17156,201903,화장품,뷰티소품,30,M,서울,은평구,167.13196271685322
17160,201903,화장품,뷰티소품,30,all,서울,종로구,72.68328616291242
17169,201903,화장품,화장품,30,F,서울,서대문구,56.001273743700246
17172,201903,화장품,화장품,30,F,서울,용산구,98.89780320408836
17173,201903,화장품,화장품,30,F,서울,은평구,97.27404468253906
17185,201903,화장품,화장품,30,all,서울,서대문구,54.41700153248368
17187,201903,화장품,화장품,30,all,서울,종로구,93.15544702625476
17191,201903,건강/의료용품,건강관리용품,30,F,서울,서대문구,42.2635709973105
17203,201903,건강/의료용품,건강관리용품,30,all,서울,은평구,132.48589351147578
17208,201903,식품,가공식품,30,F,서울,서대문구,104.02780003351377
17209,201903,식품,가공식품,30,F,서울,종로구,78.77919033601887
17213,201903,식품,가공식품,30,M,서울,용산구,98.11555499702921
17214,201903,식품,가공식품,30,M,서울,종로구,90.50184597665523
17223,201903,식품,가공식품,30,all,서울,종로구,82.54576379804247
17236,201903,식품,기호식품,30,M,서울,용산구,106.09393900128427
17241,201903,식품,기호식품,30,all,서울,마포구,100.59314880017294
17243,201903,식품,기호식품,30,all,서울,은평구,100.06599508254999
17245,201903,식품,담배,30,F,서울,마포구,150.58695569047487
17262,201903,식품,담배,30,all,서울,은평구,116.1605125011122
17266,201903,식품,빙과류,30,F,서울,마포구,84.10722064482982
17268,201903,식품,빙과류,30,F,서울,용산구,86.8283711306605
17273,201903,식품,빙과류,30,M,서울,용산구,73.39780227521524
17282,201903,식품,빵류,30,F,서울,서대문구,94.9896643862495
17286,201903,식품,빵류,30,F,서울,용산구,97.96956001511663
17287,201903,식품,빵류,30,F,서울,종로구,111.21579415497814
17296,201903,식품,빵류,30,M,서울,은평구,138.65399269566805
17297,201903,식품,빵류,30,M,서울,종로구,94.9385596827336
17301,201903,식품,빵류,30,all,서울,마포구,118.83835350962386
17305,201903,식품,빵류,30,all,서울,용산구,98.43424727197257
17306,201903,식품,빵류,30,all,서울,종로구,104.12766312618922
17309,201903,식품,신선식품,30,F,서울,용산구,100.45205033494663
17313,201903,식품,신선식품,30,M,서울,종로구,81.1532045420919
17318,201903,식품,신선식품,30,all,서울,서대문구,106.53946044121979
17320,201903,식품,신선식품,30,all,서울,은평구,113.16093434021894
17325,201903,식품,유제품류,30,F,서울,은평구,112.79747096521963
17332,201903,식품,유제품류,30,M,서울,마포구,113.10900393823431
17333,201903,식품,유제품류,30,M,서울,용산구,112.46375063808632
17346,201903,식품,음료,30,F,서울,종로구,95.15167890715904
17350,201903,식품,음료,30,M,서울,마포구,108.34057527736357
17351,201903,식품,음료,30,M,서울,서대문구,91.4272340780653
17352,201903,식품,음료,30,M,서울,용산구,90.27239211946294
17356,201903,식품,음료,30,all,서울,마포구,71.381527801172
17357,201903,식품,음료,30,all,서울,서대문구,91.45330406436148
17360,201903,식품,음료,30,all,서울,종로구,95.38659960562664
17364,201903,식품,제과류,30,F,서울,마포구,105.0199227490791
17366,201903,식품,제과류,30,F,서울,용산구,93.52086684121609
17370,201903,식품,제과류,30,all,서울,마포구,115.20810368212494
17371,201903,식품,제과류,30,all,서울,서대문구,176.386007301043
17374,201903,식품,제과류,30,all,서울,용산구,100.66767704478214
17386,201903,식품,주류,30,M,서울,은평구,98.92092117411072
17391,201903,식품,주류,30,all,서울,은평구,103.32096060791577
17392,201903,식품,주류,30,all,서울,종로구,83.41328042331722
17398,201903,일용품,생활용품,30,F,서울,마포구,89.98639350737238
17405,201903,일용품,생활용품,30,M,서울,마포구,105.16592799854291
17406,201903,일용품,생활용품,30,M,서울,서대문구,110.50486386505342
17407,201903,일용품,생활용품,30,M,서울,종로구,75.87438833198726
17413,201903,일용품,생활용품,30,all,서울,은평구,119.47235088768879
17418,201903,일용품,애완동물용품,30,F,서울,종로구,23.037455413802014
17429,201903,일용품,애완동물용품,30,all,서울,마포구,91.32026392126205
17432,201903,일용품,애완동물용품,30,all,서울,용산구,104.9089031327955
17433,201903,일용품,애완동물용품,30,all,서울,은평구,110.24218263068636
17442,201903,화장품,바디/헤어용품,30,F,서울,마포구,93.73421579180572
17445,201903,화장품,바디/헤어용품,30,F,서울,은평구,74.75331906065891
17452,201903,화장품,바디/헤어용품,30,M,서울,은평구,97.91424066408136
17453,201903,화장품,바디/헤어용품,30,M,서울,종로구,33.95045777069219
17462,201903,화장품,바디/헤어용품,30,all,서울,용산구,62.89194858844589
17470,201903,화장품,뷰티소품,30,F,서울,용산구,149.34559317506697
17471,201903,화장품,뷰티소품,30,F,서울,종로구,60.69733935260781
17478,201903,화장품,뷰티소품,30,M,서울,용산구,68.21654172958196
17486,201903,화장품,뷰티소품,30,all,서울,마포구,108.67269456629921
17488,201903,화장품,뷰티소품,30,all,서울,은평구,116.91951916261552
17494,201903,화장품,화장품,30,M,서울,마포구,132.0247425120928
17505,201903,화장품,화장품,30,all,서울,용산구,94.0989072749942
17510,201903,건강/의료용품,건강관리용품,40,F,서울,마포구,134.46595046647707
17511,201903,건강/의료용품,건강관리용품,40,F,서울,서대문구,52.507090709890136
17530,201903,건강/의료용품,건강관리용품,40,all,서울,서대문구,55.9780244366276
17533,201903,건강/의료용품,건강관리용품,40,all,서울,은평구,86.0899241235104
17536,201903,식품,가공식품,40,F,서울,마포구,107.18275419277212
17537,201903,식품,가공식품,40,F,서울,서대문구,100.73063106292491
17538,201903,식품,가공식품,40,F,서울,용산구,90.3330809921526
17544,201903,식품,가공식품,40,M,서울,마포구,111.14618862223269
17545,201903,식품,가공식품,40,M,서울,서대문구,123.64864197864898
17546,201903,식품,가공식품,40,M,서울,은평구,105.44182455928095
17557,201903,식품,기호식품,40,F,서울,용산구,103.58946056280688
17558,201903,식품,기호식품,40,F,서울,은평구,88.63587522374371
17559,201903,식품,기호식품,40,F,서울,종로구,73.20379567011199
17562,201903,식품,기호식품,40,all,서울,마포구,107.08155937966353
17580,201903,식품,담배,40,all,서울,마포구,153.2436385235659
17581,201903,식품,담배,40,all,서울,용산구,133.04020335891977
17582,201903,식품,담배,40,all,서울,종로구,137.0882867844638
17586,201903,식품,빙과류,40,F,서울,마포구,72.65875509016485
17588,201903,식품,빙과류,40,F,서울,용산구,67.5429730058421
17594,201903,식품,빙과류,40,M,서울,은평구,68.9639390342802
17597,201903,식품,빙과류,40,all,서울,마포구,74.18926466487726
17600,201903,식품,빙과류,40,all,서울,은평구,71.53545906108509
17601,201903,식품,빙과류,40,all,서울,종로구,63.722010961206465
17610,201903,식품,빵류,40,M,서울,은평구,116.68149209772358
17615,201903,식품,빵류,40,all,서울,서대문구,87.88917899725264
17621,201903,식품,신선식품,40,F,서울,용산구,91.99645127669152
17623,201903,식품,신선식품,40,M,서울,마포구,115.11420310052543
17633,201903,식품,신선식품,40,all,서울,용산구,93.7533742537726
17638,201903,식품,유제품류,40,F,서울,종로구,80.56239378646144
17644,201903,식품,유제품류,40,M,서울,은평구,109.33585719293106
17661,201903,식품,음료,40,all,서울,마포구,75.29317535017806
17662,201903,식품,음료,40,all,서울,서대문구,61.925381499478064
17664,201903,식품,음료,40,all,서울,종로구,82.10856125649946
