,기준월,대분류,중분류,나이,성별,시도명,시군구명,성장지수
35590,201905,일용품,애완동물용품,60,M,서울,금천구,97.37359865840936
35593,201905,일용품,애완동물용품,60,all,서울,관악구,149.22448525165092
35598,201905,화장품,바디/헤어용품,60,F,서울,관악구,108.9543794245122
35600,201905,화장품,바디/헤어용품,60,F,서울,금천구,104.2123541511102
35604,201905,화장품,바디/헤어용품,60,F,서울,양천구,96.07052441229656
35610,201905,화장품,바디/헤어용품,60,M,서울,관악구,83.62104268388724
35612,201905,화장품,바디/헤어용품,60,M,서울,구로구,93.51399413640078
35613,201905,화장품,바디/헤어용품,60,M,서울,금천구,111.81736383670574
35619,201905,화장품,바디/헤어용품,60,M,서울,양천구,16.964126354213885
35622,201905,화장품,바디/헤어용품,60,all,서울,관악구,101.3201976580942
35624,201905,화장품,바디/헤어용품,60,all,서울,양천구,52.7471502755964
35626,201905,화장품,뷰티소품,60,F,서울,구로구,64.76832497975442
35635,201905,화장품,뷰티소품,60,M,서울,양천구,0.0
35636,201905,화장품,뷰티소품,60,M,서울,영등포구,59.77624922799854
35640,201905,화장품,뷰티소품,60,all,서울,양천구,38.7854482956173
35642,201905,화장품,화장품,60,F,서울,금천구,132.08410340053862
35645,201905,화장품,화장품,60,F,서울,양천구,62.15746988598736
35648,201905,화장품,화장품,60,M,서울,강서구,169.60863378208745
35649,201905,화장품,화장품,60,M,서울,관악구,101.32793131267924
35650,201905,화장품,화장품,60,M,서울,금천구,116.41284172963393
35657,201905,화장품,화장품,60,all,서울,관악구,127.99580488499008
35662,201905,건강/의료용품,건강관리용품,60,F,서울,관악구,132.24387527839644
35663,201905,건강/의료용품,건강관리용품,60,F,서울,구로구,82.90418971326848
35666,201905,건강/의료용품,건강관리용품,60,F,서울,동작구,159.35079306528957
35672,201905,건강/의료용품,건강관리용품,60,M,서울,관악구,100.1303780964798
35673,201905,건강/의료용품,건강관리용품,60,M,서울,금천구,47.96556422101008
35679,201905,건강/의료용품,건강관리용품,60,M,서울,영등포구,103.8270619812015
35683,201905,건강/의료용품,건강관리용품,60,all,서울,관악구,115.66177460616669
35684,201905,건강/의료용품,건강관리용품,60,all,서울,구로구,55.97992143168921
35686,201905,건강/의료용품,건강관리용품,60,all,서울,동작구,156.801168844314
35691,201905,식품,가공식품,60,F,서울,금천구,98.37720261813328
35703,201905,식품,가공식품,60,all,서울,강서구,94.47460611356415
35713,201905,식품,기호식품,60,F,서울,강서구,102.68558612740341
35714,201905,식품,기호식품,60,F,서울,금천구,65.08836159142975
35716,201905,식품,기호식품,60,F,서울,영등포구,71.59315407942003
35720,201905,식품,기호식품,60,M,서울,강서구,103.73651999011473
35721,201905,식품,기호식품,60,M,서울,관악구,95.1000644801092
35724,201905,식품,기호식품,60,M,서울,양천구,74.99328216858152
35727,201905,식품,기호식품,60,all,서울,구로구,69.32302686365921
35735,201905,식품,담배,60,F,서울,양천구,177.67209971236815
35738,201905,식품,담배,60,M,서울,금천구,114.01004446204523
35747,201905,식품,담배,60,all,서울,양천구,169.8996655518395
35748,201905,식품,담배,60,all,서울,영등포구,214.14442585993748
35760,201905,식품,빙과류,60,M,서울,동작구,86.14515753570238
35763,201905,식품,빙과류,60,all,서울,동작구,93.36344503405064
35768,201905,식품,빵류,60,F,서울,관악구,88.71678987419772
35774,201905,식품,빵류,60,F,서울,양천구,67.93955991060174
35776,201905,식품,빵류,60,M,서울,강서구,81.47711388971373
35777,201905,식품,빵류,60,M,서울,관악구,92.53360415897032
35778,201905,식품,빵류,60,M,서울,구로구,83.95840026107889
35780,201905,식품,빵류,60,all,서울,강서구,91.3236630588668
35785,201905,식품,빵류,60,all,서울,양천구,70.86306377429374
35788,201905,식품,신선식품,60,F,서울,관악구,127.72531592859104
35793,201905,식품,신선식품,60,F,서울,동작구,0.5987061674622965
35796,201905,식품,신선식품,60,M,서울,강서구,92.6043745183145
35797,201905,식품,신선식품,60,M,서울,금천구,123.34833407376208
35801,201905,식품,신선식품,60,all,서울,강서구,99.35766765268585
35802,201905,식품,신선식품,60,all,서울,구로구,103.17834345999536
35803,201905,식품,신선식품,60,all,서울,금천구,120.57461816557732
35807,201905,식품,신선식품,60,all,서울,양천구,107.77908282109651
35808,201905,식품,신선식품,60,all,서울,영등포구,101.05149817400653
35812,201905,식품,유제품류,60,F,서울,구로구,106.98969489422792
35813,201905,식품,유제품류,60,F,서울,영등포구,103.48767161494223
35815,201905,식품,유제품류,60,M,서울,영등포구,98.751269285173
35818,201905,식품,유제품류,60,all,서울,구로구,106.16347847384321
35819,201905,식품,유제품류,60,all,서울,동작구,23.28295812013505
35824,201905,식품,음료,60,F,서울,금천구,136.9354084676695
35825,201905,식품,음료,60,M,서울,금천구,127.31810998604135
35832,201905,식품,음료,60,M,서울,영등포구,111.2617680111388
35836,201905,식품,음료,60,all,서울,강서구,92.74709332145872
35837,201905,식품,음료,60,all,서울,관악구,103.4436906859965
35842,201905,식품,제과류,60,F,서울,금천구,123.11159888800468
35843,201905,식품,제과류,60,F,서울,양천구,98.5723312600017
35844,201905,식품,제과류,60,F,서울,영등포구,133.63050250965497
35847,201905,식품,제과류,60,M,서울,강서구,94.85783786736151
35852,201905,식품,제과류,60,M,서울,양천구,78.86718583391388
35853,201905,식품,제과류,60,M,서울,영등포구,102.32350330402286
35862,201905,식품,제과류,60,all,서울,양천구,92.24463332112673
35863,201905,식품,제과류,60,all,서울,영등포구,123.96002546543792
35866,201905,식품,주류,60,F,서울,관악구,106.40590070498972
35867,201905,식품,주류,60,F,서울,구로구,99.24000536186644
35870,201905,식품,주류,60,F,서울,동작구,48.56259022478861
35871,201905,식품,주류,60,F,서울,양천구,89.26711028666338
35874,201905,식품,주류,60,M,서울,구로구,106.55740298927273
35878,201905,식품,주류,60,all,서울,강서구,92.92206382482763
35879,201905,식품,주류,60,all,서울,구로구,102.63543941305552
35880,201905,식품,주류,60,all,서울,동작구,54.94962676470208
35887,201905,일용품,생활용품,60,F,서울,동작구,28.720636887758054
35888,201905,일용품,생활용품,60,F,서울,영등포구,100.69575950097321
35889,201905,일용품,생활용품,60,M,서울,구로구,81.15487942793466
35893,201905,일용품,생활용품,60,all,서울,관악구,121.00814678359352
35897,201905,일용품,애완동물용품,60,F,서울,강서구,109.57842744841535
35904,201905,일용품,애완동물용품,60,F,서울,양천구,190.76019096584648
35912,201905,일용품,애완동물용품,60,all,서울,양천구,176.9129467326643
35921,201905,화장품,바디/헤어용품,60,all,서울,강서구,93.20080595419664
35924,201905,화장품,바디/헤어용품,60,all,서울,동작구,29.54111653744389
35934,201905,화장품,뷰티소품,60,M,서울,관악구,23.18840579710145
35935,201905,화장품,뷰티소품,60,M,서울,금천구,137.83728436716822
35940,201905,화장품,뷰티소품,60,all,서울,관악구,185.77270770555316
35941,201905,화장품,뷰티소품,60,all,서울,금천구,96.17225214651494
35945,201905,화장품,뷰티소품,60,all,서울,영등포구,71.21002259284069
35949,201905,화장품,화장품,60,F,서울,구로구,138.37806660322252
35956,201905,화장품,화장품,60,M,서울,동작구,153.75659809580188
35959,201905,화장품,화장품,60,M,서울,양천구,18.822638652280897
35960,201905,화장품,화장품,60,M,서울,영등포구,103.99064386238943
35962,201905,화장품,화장품,60,all,서울,금천구,127.92531732468923
35966,201905,화장품,화장품,60,all,서울,양천구,36.741762633588905
35969,201905,건강/의료용품,건강관리용품,60,F,서울,강서구,226.31234971329928
35970,201905,건강/의료용품,건강관리용품,60,F,서울,금천구,116.15339259796806
35973,201905,건강/의료용품,건강관리용품,60,F,서울,양천구,12.55376031616878
35974,201905,건강/의료용품,건강관리용품,60,F,서울,영등포구,127.54856571776173
35979,201905,건강/의료용품,건강관리용품,60,M,서울,구로구,7.349282296650717
35980,201905,건강/의료용품,건강관리용품,60,M,서울,동작구,155.71749300756312
35986,201905,건강/의료용품,건강관리용품,60,all,서울,강서구,149.2296421195242
35989,201905,건강/의료용품,건강관리용품,60,all,서울,영등포구,119.72362084608707
35991,201905,식품,가공식품,60,F,서울,관악구,112.2758436954546
35993,201905,식품,가공식품,60,F,서울,동작구,17.07192970278109
35998,201905,식품,가공식품,60,F,서울,영등포구,95.36257851382021
36008,201905,식품,가공식품,60,all,서울,영등포구,91.76066565294208
36009,201905,식품,기호식품,60,F,서울,관악구,96.28346170592943
36011,201905,식품,기호식품,60,F,서울,동작구,9.397331069738344
36013,201905,식품,기호식품,60,F,서울,양천구,106.16102255782988
36020,201905,식품,기호식품,60,M,서울,영등포구,75.10815724681026
36024,201905,식품,기호식품,60,all,서울,관악구,96.01212114524604
36033,201905,식품,담배,60,F,서울,구로구,218.4190550438012
36042,201905,식품,담배,60,M,서울,동작구,134.48601068846278
36045,201905,식품,담배,60,all,서울,강서구,155.92233391694373
36046,201905,식품,담배,60,all,서울,구로구,179.13245734321563
36047,201905,식품,담배,60,all,서울,동작구,165.03588968643749
36050,201905,식품,빙과류,60,F,서울,강서구,120.77094971271404
36052,201905,식품,빙과류,60,F,서울,동작구,100.88090429279072
36060,201905,식품,빙과류,60,M,서울,영등포구,127.55570976240608
36067,201905,식품,빙과류,60,all,서울,양천구,92.09750849560079
36072,201905,식품,빵류,60,F,서울,동작구,46.23428502624178
36085,201905,식품,빵류,60,all,서울,관악구,89.87869560406637
36086,201905,식품,빵류,60,all,서울,구로구,86.45913412845336
36094,201905,식품,신선식품,60,F,서울,양천구,114.541293118609
36105,201905,식품,유제품류,60,F,서울,관악구,98.15777700505787
36106,201905,식품,유제품류,60,F,서울,금천구,115.01918234886776
36114,201905,식품,유제품류,60,M,서울,강서구,109.25197810931412
36120,201905,식품,유제품류,60,all,서울,강서구,102.26442375437472
36121,201905,식품,유제품류,60,all,서울,관악구,97.39070828236578
36126,201905,식품,유제품류,60,all,서울,영등포구,102.10427396868671
36129,201905,식품,음료,60,F,서울,관악구,111.45545544712247
36130,201905,식품,음료,60,F,서울,구로구,99.63982195253159
36134,201905,식품,음료,60,F,서울,영등포구,102.78063508441336
36136,201905,식품,음료,60,M,서울,관악구,84.46380909879403
36139,201905,식품,음료,60,all,서울,구로구,93.8225554777726
36160,201905,식품,제과류,60,all,서울,강서구,87.12216778303129
36161,201905,식품,제과류,60,all,서울,관악구,113.85153305239388
36162,201905,식품,제과류,60,all,서울,금천구,122.09661588478504
36168,201905,식품,주류,60,F,서울,금천구,106.99254474716768
36173,201905,식품,주류,60,M,서울,강서구,78.81050323061362
36186,201905,식품,주류,60,all,서울,양천구,91.94488757487636
36191,201905,일용품,생활용품,60,F,서울,양천구,151.9558992565242
36195,201905,일용품,생활용품,60,M,서울,강서구,100.12468503480244
36196,201905,일용품,생활용품,60,M,서울,금천구,122.35736116647163
36204,201905,일용품,생활용품,60,all,서울,동작구,33.02398402126253
36207,201905,일용품,생활용품,60,all,서울,영등포구,99.88050949154741
36209,201905,일용품,애완동물용품,60,F,서울,구로구,118.01939891617802
36213,201905,일용품,애완동물용품,60,M,서울,강서구,71.12009803921569
36221,201905,일용품,애완동물용품,60,all,서울,강서구,101.13847799221949
36222,201905,일용품,애완동물용품,60,all,서울,구로구,105.9319691357537
36225,201905,일용품,애완동물용품,60,all,서울,영등포구,83.07013793619238
36227,201905,화장품,바디/헤어용품,60,F,서울,강서구,96.47817758911152
36228,201905,화장품,바디/헤어용품,60,F,서울,구로구,86.87099844388607
36232,201905,화장품,바디/헤어용품,60,F,서울,영등포구,79.00107078698419
36237,201905,화장품,바디/헤어용품,60,M,서울,영등포구,68.7209231887839
36243,201905,화장품,바디/헤어용품,60,all,서울,구로구,88.6309183166023
36249,201905,화장품,뷰티소품,60,F,서울,관악구,232.37330379396286
36251,201905,화장품,뷰티소품,60,F,서울,영등포구,76.1339757216209
36255,201905,화장품,뷰티소품,60,M,서울,강서구,34.552802251851354
36271,201905,화장품,화장품,60,F,서울,강서구,131.28920488751308
36272,201905,화장품,화장품,60,F,서울,관악구,133.06835617607584
36274,201905,화장품,화장품,60,F,서울,영등포구,88.91689186714164
36288,201905,건강/의료용품,건강관리용품,all,F,서울,관악구,85.94050698418755
36289,201905,건강/의료용품,건강관리용품,all,F,서울,양천구,73.2740421814195
36290,201905,건강/의료용품,건강관리용품,all,F,서울,영등포구,108.25468911646558
36293,201905,건강/의료용품,건강관리용품,all,M,서울,관악구,87.99602999049814
36298,201905,건강/의료용품,건강관리용품,all,all,서울,관악구,86.88321572851571
36306,201905,식품,가공식품,all,F,서울,금천구,116.70670750526146
36319,201905,식품,가공식품,all,all,서울,강서구,94.08234516391056
36320,201905,식품,가공식품,all,all,서울,관악구,105.88241830937072
36321,201905,식품,가공식품,all,all,서울,구로구,94.08753298569874
36338,201905,식품,기호식품,all,all,서울,구로구,85.62536889538856
36343,201905,식품,담배,all,F,서울,구로구,186.72129855803325
36347,201905,식품,담배,all,M,서울,강서구,173.05840317661918
36348,201905,식품,담배,all,M,서울,구로구,168.0188177615155
36352,201905,식품,담배,all,M,서울,양천구,170.52664257948612
36357,201905,식품,담배,all,all,서울,관악구,120.967878216051
36369,201905,식품,빙과류,all,M,서울,관악구,86.42394322900411
36372,201905,식품,빙과류,all,M,서울,동작구,137.62157949677612
36375,201905,식품,빙과류,all,M,서울,영등포구,109.00412289770614
36378,201905,식품,빙과류,all,all,서울,관악구,99.1017127875716
36379,201905,식품,빙과류,all,all,서울,구로구,108.04057670490185
36382,201905,식품,빙과류,all,all,서울,동작구,126.92660578319064
36387,201905,식품,빵류,all,F,서울,금천구,131.85439127419448
36395,201905,식품,빵류,all,M,서울,양천구,83.97913687245955
36398,201905,식품,빵류,all,all,서울,구로구,86.02515556067833
36399,201905,식품,빵류,all,all,서울,동작구,70.20385621105461
36405,201905,식품,신선식품,all,F,서울,금천구,134.98651690195908
36407,201905,식품,신선식품,all,F,서울,동작구,1.3736545963602045
36410,201905,식품,신선식품,all,F,서울,양천구,97.89455334873784
36415,201905,식품,신선식품,all,M,서울,구로구,78.73083411267571
36418,201905,식품,신선식품,all,M,서울,양천구,100.62044923645992
36420,201905,식품,신선식품,all,all,서울,구로구,88.51080227764669
36421,201905,식품,신선식품,all,all,서울,금천구,131.71288789345664
36424,201905,식품,신선식품,all,all,서울,양천구,98.49393016804308
36425,201905,식품,신선식품,all,all,서울,영등포구,97.54102474948387
36427,201905,식품,유제품류,all,F,서울,동작구,50.168454480077244
36430,201905,식품,유제품류,all,F,서울,영등포구,98.79142827973659
36435,201905,식품,유제품류,all,M,서울,강서구,93.92069408278999
36436,201905,식품,유제품류,all,M,서울,관악구,112.30295588333212
36437,201905,식품,유제품류,all,M,서울,구로구,95.30105082850989
36442,201905,식품,유제품류,all,M,서울,양천구,94.06474931854684
36445,201905,식품,유제품류,all,all,서울,관악구,109.01261647681109
36448,201905,식품,유제품류,all,all,서울,동작구,58.9464542015555
36455,201905,식품,음료,all,F,서울,구로구,101.3250145230776
36458,201905,식품,음료,all,F,서울,영등포구,102.52698022414528
36467,201905,식품,음료,all,M,서울,영등포구,108.72481303749544
36469,201905,식품,음료,all,all,서울,구로구,101.30890435228943
36477,201905,식품,제과류,all,F,서울,구로구,92.87374499884892
36486,201905,식품,제과류,all,M,서울,강서구,98.41415438523329
36487,201905,식품,제과류,all,M,서울,동작구,86.32554248372941
36489,201905,식품,제과류,all,M,서울,양천구,287.1946758999498
36490,201905,식품,제과류,all,M,서울,영등포구,108.10819787730864
36496,201905,식품,제과류,all,all,서울,강서구,89.29646951772702
36497,201905,식품,제과류,all,all,서울,금천구,142.365613386453
36500,201905,식품,제과류,all,all,서울,양천구,151.31423804359656
36502,201905,식품,주류,all,F,서울,금천구,129.37661612520728
36507,201905,식품,주류,all,M,서울,구로구,94.99298916714555
36509,201905,식품,주류,all,M,서울,양천구,107.0180202344812
36512,201905,식품,주류,all,all,서울,구로구,91.57495003120607
36513,201905,식품,주류,all,all,서울,금천구,127.3790888143146
36519,201905,일용품,생활용품,all,F,서울,강서구,95.7799679934985
36520,201905,일용품,생활용품,all,F,서울,관악구,103.36265086062555
36521,201905,일용품,생활용품,all,F,서울,구로구,100.72434012242464
36523,201905,일용품,생활용품,all,F,서울,동작구,41.869941662543184
36526,201905,일용품,생활용품,all,F,서울,영등포구,94.82964474535812
36529,201905,일용품,생활용품,all,M,서울,구로구,89.88261516221371
36534,201905,일용품,생활용품,all,all,서울,강서구,94.65709266689524
36556,201905,일용품,애완동물용품,all,all,서울,구로구,105.18363465909569
36569,201905,화장품,바디/헤어용품,all,M,서울,관악구,47.25746311662071
36573,201905,화장품,바디/헤어용품,all,M,서울,양천구,36.73095351552886
36576,201905,화장품,바디/헤어용품,all,all,서울,영등포구,54.33673496529418
36581,201905,화장품,뷰티소품,all,M,서울,관악구,94.06433969053616
36583,201905,화장품,뷰티소품,all,M,서울,구로구,77.2762888187966
36589,201905,화장품,뷰티소품,all,M,서울,양천구,81.95282713223034
36593,201905,화장품,뷰티소품,all,all,서울,강서구,92.06306105571429
36594,201905,화장품,뷰티소품,all,all,서울,구로구,70.59600944475173
36595,201905,화장품,뷰티소품,all,all,서울,양천구,93.58460898311144
36596,201905,화장품,뷰티소품,all,all,서울,영등포구,72.16273553645263
36600,201905,화장품,화장품,all,F,서울,구로구,115.06179343714552
36602,201905,화장품,화장품,all,F,서울,양천구,91.65976882904022
36606,201905,화장품,화장품,all,M,서울,구로구,109.42734060884293
36608,201905,화장품,화장품,all,M,서울,동작구,110.27254424712281
36613,201905,화장품,화장품,all,all,서울,관악구,110.82585467917522
36615,201905,화장품,화장품,all,all,서울,구로구,113.61773784561035
36618,201905,화장품,화장품,all,all,서울,양천구,84.31490736983815
36624,201905,건강/의료용품,건강관리용품,all,F,서울,동작구,111.26563482234413
36629,201905,건강/의료용품,건강관리용품,all,M,서울,금천구,152.64913444373994
36634,201905,건강/의료용품,건강관리용품,all,all,서울,강서구,75.08360955059015
36636,201905,건강/의료용품,건강관리용품,all,all,서울,영등포구,113.21381330033535
36647,201905,식품,가공식품,all,M,서울,영등포구,86.37794360593989
36650,201905,식품,가공식품,all,all,서울,금천구,114.55746570186987
36652,201905,식품,가공식품,all,all,서울,동작구,33.8795222868309
36654,201905,식품,가공식품,all,all,서울,양천구,94.05084379068869
36656,201905,식품,기호식품,all,F,서울,양천구,104.00268015193646
36666,201905,식품,기호식품,all,all,서울,관악구,92.61219307132048
36668,201905,식품,기호식품,all,all,서울,금천구,86.48868100675003
36675,201905,식품,담배,all,F,서울,강서구,144.02534240032816
36680,201905,식품,담배,all,M,서울,금천구,183.24159802107013
36689,201905,식품,빙과류,all,F,서울,강서구,112.57825620956585
36691,201905,식품,빙과류,all,F,서울,금천구,139.6555158480108
36695,201905,식품,빙과류,all,F,서울,양천구,110.20189951581759
36696,201905,식품,빙과류,all,F,서울,영등포구,106.88694380001621
36710,201905,식품,빙과류,all,all,서울,영등포구,107.5797819657653
36713,201905,식품,빵류,all,F,서울,영등포구,108.57753085368398
36715,201905,식품,빵류,all,M,서울,강서구,89.22353294722075
36716,201905,식품,빵류,all,M,서울,금천구,129.60954610319578
36718,201905,식품,빵류,all,M,서울,동작구,82.98047286974119
36721,201905,식품,빵류,all,all,서울,강서구,92.43176952753099
36740,201905,식품,신선식품,all,all,서울,동작구,1.6357441139282811
36748,201905,식품,유제품류,all,F,서울,강서구,94.51048475347055
36753,201905,식품,유제품류,all,F,서울,양천구,97.56160543718876
36755,201905,식품,유제품류,all,M,서울,금천구,129.79439783836506
36758,201905,식품,유제품류,all,M,서울,동작구,78.87122462758288
36760,201905,식품,유제품류,all,M,서울,영등포구,95.96317425560795
36764,201905,식품,유제품류,all,all,서울,강서구,94.35868206349787
36766,201905,식품,유제품류,all,all,서울,양천구,96.73354082052288
36769,201905,식품,음료,all,F,서울,관악구,111.29601402749628
36770,201905,식품,음료,all,F,서울,금천구,134.9544486435237
36774,201905,식품,음료,all,F,서울,양천구,112.60371830961715
36776,201905,식품,음료,all,M,서울,강서구,96.4919144217502
36777,201905,식품,음료,all,M,서울,동작구,115.7280001398793
36783,201905,식품,음료,all,all,서울,금천구,129.39368755122638
36787,201905,식품,음료,all,all,서울,영등포구,105.32371463417341
36790,201905,식품,제과류,all,F,서울,금천구,146.0864138416515
36806,201905,식품,주류,all,F,서울,양천구,101.96360400562368
36810,201905,식품,주류,all,M,서울,강서구,92.19338494299684
36811,201905,식품,주류,all,M,서울,관악구,92.04456836963249
36813,201905,식품,주류,all,M,서울,동작구,97.8216123011586
36822,201905,식품,주류,all,all,서울,영등포구,94.40666194171816
36826,201905,일용품,생활용품,all,F,서울,양천구,115.64099980253452
36831,201905,일용품,생활용품,all,M,서울,동작구,59.028988489656676
36834,201905,일용품,생활용품,all,all,서울,관악구,103.50573655047957
36836,201905,일용품,생활용품,all,all,서울,구로구,97.05725481160836
36840,201905,일용품,생활용품,all,all,서울,양천구,189.32012461958453
36842,201905,일용품,애완동물용품,all,F,서울,구로구,109.81505206870943
36843,201905,일용품,애완동물용품,all,F,서울,금천구,172.01617719637508
36846,201905,일용품,애완동물용품,all,M,서울,구로구,94.83338538816915
36847,201905,일용품,애완동물용품,all,M,서울,금천구,151.72207110069016
36853,201905,일용품,애완동물용품,all,all,서울,금천구,165.55860200265374
36854,201905,일용품,애완동물용품,all,all,서울,동작구,6.38017094017094
36865,201905,화장품,바디/헤어용품,all,F,서울,영등포구,61.72115669575989
36868,201905,화장품,바디/헤어용품,all,M,서울,강서구,101.54292028799514
36870,201905,화장품,바디/헤어용품,all,M,서울,구로구,73.39687420294234
36874,201905,화장품,바디/헤어용품,all,M,서울,영등포구,44.830346703053465
36878,201905,화장품,바디/헤어용품,all,all,서울,강서구,99.96755442615971
36880,201905,화장품,바디/헤어용품,all,all,서울,금천구,99.88224100536112
36883,201905,화장품,바디/헤어용품,all,all,서울,양천구,74.13771851196665
36887,201905,화장품,뷰티소품,all,F,서울,동작구,39.707488170477475
36892,201905,화장품,뷰티소품,all,M,서울,강서구,104.65367960289585
36893,201905,화장품,뷰티소품,all,M,서울,금천구,47.84924521592139
36894,201905,화장품,뷰티소품,all,M,서울,영등포구,60.33226536390038
36898,201905,화장품,화장품,all,F,서울,강서구,98.86387470812352
36899,201905,화장품,화장품,all,F,서울,관악구,115.66481021835129
36904,201905,화장품,화장품,all,F,서울,영등포구,83.63709908833056
36909,201905,화장품,화장품,all,M,서울,강서구,89.40566096723589
36912,201905,화장품,화장품,all,M,서울,양천구,65.40057592373975
36917,201905,화장품,화장품,all,all,서울,강서구,96.61487400341642
36918,201905,화장품,화장품,all,all,서울,금천구,136.58636450764044
36920,201905,화장품,화장품,all,all,서울,영등포구,90.22324799081798
36922,201905,건강/의료용품,건강관리용품,all,F,서울,금천구,120.71969100477095
36928,201905,건강/의료용품,건강관리용품,all,M,서울,구로구,102.23881766584206
36931,201905,건강/의료용품,건강관리용품,all,M,서울,영등포구,120.67745066989552
36938,201905,건강/의료용품,건강관리용품,all,all,서울,양천구,89.8744883034866
36941,201905,식품,가공식품,all,F,서울,동작구,28.072896347912675
36943,201905,식품,가공식품,all,F,서울,양천구,94.01369041431192
36944,201905,식품,가공식품,all,F,서울,영등포구,94.40159275347122
36947,201905,식품,가공식품,all,M,서울,강서구,92.85821318622948
36948,201905,식품,가공식품,all,M,서울,관악구,101.19620724468963
36951,201905,식품,가공식품,all,M,서울,동작구,47.39865036435901
36954,201905,식품,가공식품,all,M,서울,양천구,94.18246929581524
36962,201905,식품,가공식품,all,all,서울,영등포구,91.83941100367096
36965,201905,식품,기호식품,all,F,서울,강서구,87.71518755242218
36966,201905,식품,기호식품,all,F,서울,구로구,86.77503059592031
36967,201905,식품,기호식품,all,F,서울,금천구,83.18534844820687
36969,201905,식품,기호식품,all,F,서울,동작구,37.60539139012296
36973,201905,식품,기호식품,all,F,서울,영등포구,73.2352527315917
36975,201905,식품,기호식품,all,M,서울,강서구,86.17233458106396
36976,201905,식품,기호식품,all,M,서울,관악구,86.17512857207413
36977,201905,식품,기호식품,all,M,서울,구로구,83.24854821122497
36978,201905,식품,기호식품,all,M,서울,금천구,94.17264583714373
36980,201905,식품,기호식품,all,M,서울,영등포구,72.6535143328057
36983,201905,식품,기호식품,all,all,서울,강서구,87.2741110134067
36990,201905,식품,담배,all,F,서울,금천구,144.87035488110882
37004,201905,식품,담배,all,all,서울,강서구,159.39845567731638
37005,201905,식품,담배,all,all,서울,금천구,166.96432983968762
37009,201905,식품,담배,all,all,서울,양천구,152.26961590112245
37010,201905,식품,담배,all,all,서울,영등포구,165.45978515210845
37014,201905,식품,빙과류,all,F,서울,구로구,111.12334156337415
37015,201905,식품,빙과류,all,F,서울,동작구,120.99588942156322
37017,201905,식품,빙과류,all,M,서울,강서구,118.42435240710054
37018,201905,식품,빙과류,all,M,서울,구로구,101.9581225761314
37019,201905,식품,빙과류,all,M,서울,금천구,138.92235774754698
37031,201905,식품,빵류,all,F,서울,강서구,93.66935787013048
37032,201905,식품,빵류,all,F,서울,관악구,86.12990882029757
37034,201905,식품,빵류,all,F,서울,동작구,61.772163340109614
37039,201905,식품,빵류,all,M,서울,구로구,83.416182706619
37046,201905,식품,빵류,all,M,서울,영등포구,100.5298917911466
37049,201905,식품,빵류,all,all,서울,관악구,92.62123973386034
37052,201905,식품,빵류,all,all,서울,양천구,79.01125159396284
37056,201905,식품,신선식품,all,F,서울,강서구,92.37291133147544
37057,201905,식품,신선식품,all,F,서울,관악구,114.74741135697529
37061,201905,식품,신선식품,all,F,서울,영등포구,98.75010898953823
37063,201905,식품,신선식품,all,M,서울,금천구,124.32187401681057
37066,201905,식품,신선식품,all,M,서울,동작구,2.7094969951621044
37069,201905,식품,신선식품,all,M,서울,영등포구,94.72632390937643
37070,201905,식품,신선식품,all,all,서울,강서구,91.64472506121643
37077,201905,식품,유제품류,all,F,서울,관악구,107.80987234529108
37078,201905,식품,유제품류,all,F,서울,금천구,132.3113688088535
37090,201905,식품,유제품류,all,all,서울,금천구,131.53617951689742
37093,201905,식품,음료,all,F,서울,강서구,96.8570809525504
37102,201905,식품,음료,all,all,서울,강서구,96.73859442035557
37104,201905,식품,음료,all,all,서울,동작구,102.02857677325943
37105,201905,식품,음료,all,all,서울,양천구,105.01968346063538
37109,201905,식품,제과류,all,F,서울,동작구,54.164985383703566
37110,201905,식품,제과류,all,F,서울,양천구,100.07566341879631
37112,201905,식품,제과류,all,M,서울,관악구,76.349453458107
37114,201905,식품,제과류,all,M,서울,구로구,88.35147787695125
37115,201905,식품,제과류,all,M,서울,금천구,134.33114003492753
37117,201905,식품,제과류,all,all,서울,관악구,91.1717453036124
37118,201905,식품,제과류,all,all,서울,구로구,91.38504064783164
37119,201905,식품,제과류,all,all,서울,동작구,63.89530456218566
37124,201905,식품,주류,all,F,서울,강서구,90.90821365659625
37125,201905,식품,주류,all,F,서울,관악구,110.98110640964931
37128,201905,식품,주류,all,F,서울,동작구,72.5014699957146
37132,201905,식품,주류,all,M,서울,금천구,124.41431319367732
37134,201905,식품,주류,all,M,서울,영등포구,96.81085582798158
37137,201905,식품,주류,all,all,서울,강서구,91.33813532319222
37139,201905,식품,주류,all,all,서울,동작구,82.54462081867314
37150,201905,일용품,생활용품,all,M,서울,금천구,145.68354450905804
37152,201905,일용품,생활용품,all,M,서울,영등포구,98.79318084773377
37158,201905,일용품,생활용품,all,all,서울,금천구,130.57978908583254
37162,201905,일용품,애완동물용품,all,F,서울,강서구,98.33650620258194
37163,201905,일용품,애완동물용품,all,F,서울,영등포구,60.39286307984844
37166,201905,일용품,애완동물용품,all,M,서울,관악구,104.1429066130432
37167,201905,일용품,애완동물용품,all,M,서울,동작구,7.682038834951457
37169,201905,일용품,애완동물용품,all,M,서울,양천구,148.4492338777572
37173,201905,일용품,애완동물용품,all,all,서울,관악구,102.14011180759344
37185,201905,화장품,바디/헤어용품,all,F,서울,관악구,99.16579846861818
