,기간,업종대분류,업종소분류,연령,성별,시도,시군구,소비지수
28979,201904,일용품,생활용품,all,M,서울,강동구,90.3779110119584
28983,201904,일용품,생활용품,all,M,서울,서초구,96.78272038297905
28986,201904,일용품,생활용품,all,all,서울,서초구,98.13609374831324
28988,201904,일용품,애완동물용품,all,F,서울,강남구,84.77878719374222
28995,201904,일용품,애완동물용품,all,M,서울,강남구,81.74254224205558
29001,201904,일용품,애완동물용품,all,all,서울,강남구,84.1379580504059
29008,201904,화장품,기타화장품,all,F,서울,송파구,128.42287694974004
29010,201904,화장품,기타화장품,all,M,서울,송파구,138.46153846153842
29016,201904,화장품,바디/헤어용품,all,M,서울,송파구,132.4260618161399
29018,201904,화장품,바디/헤어용품,all,all,서울,강남구,75.70456690214738
29023,201904,화장품,바디/헤어용품,all,all,서울,송파구,102.6749296379882
29030,201904,화장품,뷰티소품,all,M,서울,강동구,152.24350243224458
29034,201904,화장품,뷰티소품,all,M,서울,서초구,99.4386914084403
29038,201904,화장품,뷰티소품,all,all,서울,강동구,125.09870097680657
29046,201904,화장품,화장품,all,F,서울,서초구,80.67327791046216
29060,201904,건강/의료용품,건강관리용품,all,F,서울,강남구,99.24167526975904
29068,201904,건강/의료용품,건강관리용품,all,M,서울,강동구,128.07804928610298
29074,201904,건강/의료용품,건강관리용품,all,all,서울,강남구,101.90442993703732
29075,201904,건강/의료용품,건강관리용품,all,all,서울,강동구,116.77581483485321
29085,201904,식품,가공식품,all,F,서울,강남구,97.40001487720748
29093,201904,식품,가공식품,all,M,서울,강동구,96.20937939250408
29100,201904,식품,가공식품,all,M,서울,송파구,93.61569917864277
29102,201904,식품,가공식품,all,all,서울,강동구,97.45138931931382
29106,201904,식품,가공식품,all,all,서울,송파구,95.7996653196362
29109,201904,식품,기호식품,all,F,서울,강남구,105.26805008334892
29132,201904,식품,담배,all,F,서울,강남구,138.66334309373954
29141,201904,식품,담배,all,M,서울,송파구,115.51082156447781
29146,201904,식품,담배,all,all,서울,송파구,105.57386788856205
29150,201904,식품,빙과류,all,F,서울,강동구,68.93255028957867
29154,201904,식품,빙과류,all,F,서울,송파구,78.65615491257967
29158,201904,식품,빙과류,all,M,서울,강남구,82.17423674385634
29168,201904,식품,빙과류,all,all,서울,송파구,78.67739978754378
29169,201904,식품,빵류,all,F,서울,강남구,107.88520469705642
29170,201904,식품,빵류,all,F,서울,강동구,114.3164756984206
29184,201904,식품,빵류,all,all,서울,강남구,106.78676326248824
29194,201904,식품,신선식품,all,F,서울,서초구,105.37605009342836
29201,201904,식품,신선식품,all,M,서울,강남구,98.40712551685428
29205,201904,식품,신선식품,all,M,서울,송파구,93.293693468605
29209,201904,식품,신선식품,all,all,서울,강남구,101.9933661898479
29214,201904,식품,유제품류,all,F,서울,강남구,94.77833000994902
29220,201904,식품,유제품류,all,F,서울,송파구,96.935083516065
29225,201904,식품,유제품류,all,M,서울,강남구,97.30438077393248
29232,201904,식품,유제품류,all,all,서울,서초구,101.81802876165376
29241,201904,식품,음료,all,M,서울,강남구,88.09803836216787
29250,201904,식품,음료,all,all,서울,강남구,89.86870096656588
29259,201904,식품,제과류,all,F,서울,송파구,95.3659693432425
29263,201904,식품,제과류,all,M,서울,송파구,91.23447020358508
29278,201904,식품,주류,all,F,서울,서초구,93.35956206487005
29286,201904,식품,주류,all,M,서울,서초구,90.90265631161716
29290,201904,식품,주류,all,all,서울,강남구,101.22029071826852
29296,201904,일용품,생활용품,all,F,서울,강남구,87.168590527716
29301,201904,일용품,생활용품,all,F,서울,서초구,98.5965955535363
29303,201904,일용품,생활용품,all,F,서울,송파구,94.44414405645573
29312,201904,일용품,생활용품,all,M,서울,송파구,89.06787896197237
29339,201904,일용품,애완동물용품,all,M,서울,서초구,83.06680532788428
29340,201904,일용품,애완동물용품,all,M,서울,송파구,77.77821746067035
29345,201904,일용품,애완동물용품,all,all,서울,강동구,45.23575542575377
29361,201904,화장품,바디/헤어용품,all,M,서울,강동구,100.84385081118843
29365,201904,화장품,바디/헤어용품,all,M,서울,서초구,79.94572793489431
29370,201904,화장품,바디/헤어용품,all,all,서울,강동구,94.31502045939337
29380,201904,화장품,뷰티소품,all,F,서울,서초구,101.88996229068613
29385,201904,화장품,뷰티소품,all,M,서울,강남구,94.30303963132387
29390,201904,화장품,뷰티소품,all,all,서울,강남구,87.9023179230285
29401,201904,화장품,화장품,all,M,서울,강남구,79.23280551421038
29407,201904,화장품,화장품,all,M,서울,송파구,91.13712490597752
29408,201904,화장품,화장품,all,all,서울,강남구,75.99871382313188
29414,201904,화장품,화장품,all,all,서울,송파구,86.18216206705898
29420,201904,건강/의료용품,건강관리용품,all,F,서울,송파구,67.45591324349836
29426,201904,건강/의료용품,건강관리용품,all,M,서울,서초구,110.63711568979522
29433,201904,건강/의료용품,건강관리용품,all,all,서울,송파구,72.41804533650128
29460,201904,식품,담배,all,F,서울,강동구,134.64440384974426
29466,201904,식품,담배,all,F,서울,송파구,96.95364908488905
29469,201904,식품,담배,all,M,서울,강남구,142.78509494194188
29482,201904,식품,담배,all,all,서울,서초구,137.99258130583854
29492,201904,식품,빙과류,all,all,서울,강동구,75.46627879166344
29504,201904,식품,빵류,all,F,서울,송파구,103.88218519717428
29511,201904,식품,빵류,all,M,서울,서초구,105.72761599039205
29515,201904,식품,빵류,all,all,서울,강동구,116.15984540452877
29520,201904,식품,빵류,all,all,서울,서초구,105.72246087401236
29521,201904,식품,신선식품,all,F,서울,강남구,102.93255047231865
29528,201904,식품,신선식품,all,M,서울,강동구,108.6347227280044
29535,201904,식품,신선식품,all,all,서울,강동구,122.73634926479085
29541,201904,식품,신선식품,all,all,서울,송파구,97.38211440921759
29546,201904,식품,유제품류,all,F,서울,서초구,101.30264957364209
29558,201904,식품,음료,all,F,서울,서초구,94.57889064374436
29567,201904,식품,음료,all,M,서울,송파구,92.94827077266187
29574,201904,식품,제과류,all,F,서울,강남구,103.742489215241
29579,201904,식품,제과류,all,M,서울,강남구,91.71765752790674
29597,201904,식품,주류,all,all,서울,강동구,90.79713085141884
29601,201904,식품,주류,all,all,서울,서초구,92.53141959989672
29604,201904,일용품,생활용품,all,F,서울,강동구,93.90655189058941
29619,201904,일용품,생활용품,all,all,서울,송파구,93.05938043918651
29622,201904,일용품,애완동물용품,all,F,서울,강동구,33.38443409178993
29626,201904,일용품,애완동물용품,all,F,서울,서초구,96.1449405556296
29630,201904,일용품,애완동물용품,all,M,서울,강동구,74.43370825174878
29635,201904,일용품,애완동물용품,all,all,서울,송파구,78.64922182269686
29641,201904,화장품,기타화장품,all,all,서울,송파구,130.11527377521614
29643,201904,화장품,바디/헤어용품,all,F,서울,강남구,85.94748028256193
29648,201904,화장품,바디/헤어용품,all,F,서울,서초구,89.28855081463131
29649,201904,화장품,바디/헤어용품,all,F,서울,송파구,87.85235289570362
29654,201904,화장품,바디/헤어용품,all,M,서울,강남구,54.116202353252795
29665,201904,화장품,뷰티소품,all,F,서울,강남구,85.92221027717602
29666,201904,화장품,뷰티소품,all,F,서울,강동구,115.9821927024435
29670,201904,화장품,뷰티소품,all,F,서울,송파구,66.467649419879
29684,201904,화장품,뷰티소품,all,all,서울,서초구,101.34280309650877
29687,201904,화장품,화장품,all,F,서울,강남구,74.70347683508092
29698,201904,화장품,화장품,all,M,서울,강동구,118.43168657577331
29704,201904,화장품,화장품,all,all,서울,강동구,103.28284205524821
29707,201904,화장품,화장품,all,all,서울,서초구,55.459121808288
29711,201904,건강/의료용품,건강관리용품,all,F,서울,강동구,108.14896665214016
29722,201904,건강/의료용품,건강관리용품,all,M,서울,송파구,81.09648851771088
29730,201904,건강/의료용품,건강관리용품,all,all,서울,서초구,88.35148247414722
29732,201904,식품,가공식품,all,F,서울,강동구,97.97237089236157
29736,201904,식품,가공식품,all,F,서울,송파구,96.54829974185616
29743,201904,식품,가공식품,all,all,서울,강남구,96.37191328312048
29746,201904,식품,가공식품,all,all,서울,서초구,99.20148364954443
29753,201904,식품,기호식품,all,F,서울,서초구,106.86834172505505
29757,201904,식품,기호식품,all,M,서울,강동구,112.95840711052048
29762,201904,식품,기호식품,all,M,서울,송파구,114.03394072318292
29765,201904,식품,기호식품,all,all,서울,강남구,104.51178356586479
29766,201904,식품,기호식품,all,all,서울,강동구,118.53141044874364
29773,201904,식품,기호식품,all,all,서울,송파구,97.79751587730371
29788,201904,식품,담배,all,all,서울,강남구,141.13210864689353
29789,201904,식품,담배,all,all,서울,강동구,148.50932725096447
29794,201904,식품,빙과류,all,F,서울,강남구,75.3446267021683
29799,201904,식품,빙과류,all,F,서울,서초구,75.39138743403102
29802,201904,식품,빙과류,all,M,서울,강동구,91.17128810665449
29805,201904,식품,빙과류,all,M,서울,서초구,77.19752461307742
29811,201904,식품,빙과류,all,all,서울,강남구,77.43511011636886
29815,201904,식품,빙과류,all,all,서울,서초구,75.93423206907329
29825,201904,식품,빵류,all,M,서울,송파구,100.35619644816704
29833,201904,식품,빵류,all,all,서울,송파구,102.90727224870784
29839,201904,식품,신선식품,all,F,서울,강동구,126.65614707021649
29851,201904,식품,신선식품,all,all,서울,서초구,104.87226405453087
29863,201904,식품,유제품류,all,M,서울,서초구,103.31000036565128
29871,201904,식품,유제품류,all,all,서울,송파구,96.4363858414152
29873,201904,식품,음료,all,F,서울,강동구,89.9912152766888
29878,201904,식품,음료,all,F,서울,송파구,94.47236228678629
29883,201904,식품,음료,all,M,서울,서초구,86.19486243406837
29892,201904,식품,음료,all,all,서울,서초구,91.75827323163642
29894,201904,식품,제과류,all,F,서울,강동구,92.88990684769873
29902,201904,식품,제과류,all,M,서울,강동구,56.347898757323115
29909,201904,식품,제과류,all,M,서울,서초구,108.69024848849662
29912,201904,식품,제과류,all,all,서울,강남구,100.43877298828892
29913,201904,식품,제과류,all,all,서울,강동구,70.26904901200466
29917,201904,식품,제과류,all,all,서울,서초구,108.74078279949232
29929,201904,식품,주류,all,M,서울,강남구,101.20609691890564
29930,201904,식품,주류,all,M,서울,강동구,91.2680476110345
29936,201904,식품,주류,all,M,서울,송파구,86.48149575146803
29943,201904,식품,주류,all,all,서울,송파구,85.4422127865448
29958,201904,일용품,생활용품,all,all,서울,강남구,85.97614518540665
29959,201904,일용품,생활용품,all,all,서울,강동구,92.97646640316772
29966,201904,일용품,애완동물용품,all,F,서울,송파구,78.87527708931712
29974,201904,일용품,애완동물용품,all,all,서울,서초구,92.97193382523571
29979,201904,화장품,바디/헤어용품,all,F,서울,강동구,90.8516729026078
29993,201904,화장품,바디/헤어용품,all,all,서울,서초구,86.5485010874705
30007,201904,화장품,뷰티소품,all,M,서울,송파구,64.6552810296945
30012,201904,화장품,뷰티소품,all,all,서울,송파구,66.08868701047032
30015,201904,화장품,화장품,all,F,서울,강동구,94.72221431863836
30020,201904,화장품,화장품,all,F,서울,송파구,84.07114940876869
30025,201904,화장품,화장품,all,M,서울,서초구,26.700558969377827
30042,201905,건강/의료용품,건강관리용품,20,M,서울,송파구,97.21228243415207
30046,201905,건강/의료용품,건강관리용품,20,all,서울,강남구,119.67338349779341
30060,201905,식품,가공식품,20,M,서울,서초구,109.84702470436571
30070,201905,식품,가공식품,20,all,서울,서초구,110.65565185582298
30072,201905,식품,가공식품,20,all,서울,송파구,111.24016441617478
30073,201905,식품,기호식품,20,F,서울,강남구,107.64150161912643
30074,201905,식품,기호식품,20,F,서울,강동구,114.39907650721977
30083,201905,식품,기호식품,20,M,서울,서초구,101.3788558160212
30093,201905,식품,담배,20,F,서울,서초구,228.94147153752854
30095,201905,식품,담배,20,M,서울,강동구,226.5680360530357
30102,201905,식품,담배,20,all,서울,강남구,147.2496707787425
30119,201905,식품,빙과류,20,M,서울,강동구,145.15516727403252
30124,201905,식품,빙과류,20,M,서울,서초구,136.30754804817306
30133,201905,식품,빙과류,20,all,서울,송파구,119.60511374023224
30136,201905,식품,빵류,20,F,서울,강남구,84.99755988347816
30137,201905,식품,빵류,20,F,서울,강동구,91.4311933998686
30143,201905,식품,빵류,20,F,서울,송파구,125.66061590882292
30147,201905,식품,빵류,20,M,서울,송파구,114.73794828698976
30157,201905,식품,신선식품,20,all,서울,강남구,112.01890682596432
30163,201905,식품,유제품류,20,F,서울,강동구,91.73881608676008
30178,201905,식품,유제품류,20,all,서울,강남구,97.63738403848805
30195,201905,식품,음료,20,all,서울,서초구,126.36182645509277
30197,201905,식품,음료,20,all,서울,송파구,113.71729533920237
30200,201905,식품,제과류,20,F,서울,강동구,96.66205418274576
30213,201905,식품,제과류,20,M,서울,서초구,111.79482700991626
30223,201905,식품,제과류,20,all,서울,서초구,101.02783295310974
30227,201905,식품,주류,20,F,서울,강남구,104.2030699371177
30234,201905,식품,주류,20,M,서울,서초구,121.76995512739815
30236,201905,식품,주류,20,M,서울,송파구,104.82063159793354
30255,201905,일용품,생활용품,20,F,서울,서초구,123.39346143209521
30263,201905,일용품,생활용품,20,M,서울,송파구,109.95432318325778
30280,201905,일용품,애완동물용품,20,M,서울,강동구,0.0
30286,201905,일용품,애완동물용품,20,all,서울,송파구,93.68145278377544
30291,201905,화장품,기타화장품,20,F,서울,송파구,270.1986754966888
30293,201905,화장품,기타화장품,20,M,서울,송파구,257.1428571428571
30294,201905,화장품,기타화장품,20,all,서울,송파구,268.762278978389
30296,201905,화장품,바디/헤어용품,20,F,서울,강남구,89.10852962745855
30297,201905,화장품,바디/헤어용품,20,F,서울,강동구,76.76355247657655
30299,201905,화장품,바디/헤어용품,20,F,서울,송파구,102.92003019074541
30300,201905,화장품,바디/헤어용품,20,M,서울,강동구,74.2016171985717
30310,201905,화장품,바디/헤어용품,20,all,서울,강동구,75.73730631283091
30317,201905,화장품,뷰티소품,20,F,서울,강동구,125.52500198113957
30323,201905,화장품,뷰티소품,20,M,서울,강남구,203.93302618271716
30324,201905,화장품,뷰티소품,20,M,서울,강동구,78.66612159084274
30329,201905,화장품,뷰티소품,20,M,서울,서초구,180.62598160197444
30334,201905,화장품,뷰티소품,20,all,서울,송파구,78.86290066075378
30337,201905,화장품,화장품,20,F,서울,강동구,72.48339627555671
30343,201905,화장품,화장품,20,F,서울,서초구,79.24219499556952
30345,201905,화장품,화장품,20,F,서울,송파구,95.06200602524305
30347,201905,화장품,화장품,20,M,서울,강동구,121.35494049791504
30350,201905,화장품,화장품,20,all,서울,강동구,93.51177367440285
30355,201905,건강/의료용품,건강관리용품,20,F,서울,강남구,88.34066006167576
30356,201905,건강/의료용품,건강관리용품,20,F,서울,강동구,150.14469652924302
30365,201905,건강/의료용품,건강관리용품,20,F,서울,송파구,98.11961163806204
30368,201905,건강/의료용품,건강관리용품,20,M,서울,강남구,150.50310037721002
30377,201905,건강/의료용품,건강관리용품,20,all,서울,강동구,141.5522245200515
30381,201905,건강/의료용품,건강관리용품,20,all,서울,송파구,97.75771074263054
30386,201905,식품,가공식품,20,F,서울,송파구,111.87513911227566
30406,201905,식품,기호식품,20,M,서울,강남구,134.3928560138959
30417,201905,식품,담배,20,F,서울,강동구,146.69856459330143
30437,201905,식품,빙과류,20,F,서울,송파구,115.78641682293829
30441,201905,식품,빙과류,20,M,서울,강남구,119.51077872447516
30445,201905,식품,빙과류,20,M,서울,송파구,130.39484291734885
30458,201905,식품,빵류,20,M,서울,강동구,96.22105823513563
30476,201905,식품,신선식품,20,F,서울,송파구,104.91013441723317
30480,201905,식품,신선식품,20,M,서울,강동구,123.72864936004132
30490,201905,식품,유제품류,20,F,서울,서초구,118.51420191084844
30492,201905,식품,유제품류,20,M,서울,강남구,103.32764979836878
30493,201905,식품,유제품류,20,M,서울,강동구,137.69800945390222
30496,201905,식품,유제품류,20,M,서울,서초구,119.01287605097141
30499,201905,식품,유제품류,20,all,서울,강동구,105.76410911629749
30505,201905,식품,음료,20,F,서울,강남구,91.62675895797949
30517,201905,식품,음료,20,M,서울,송파구,107.88957019690186
30518,201905,식품,음료,20,all,서울,강남구,108.83845111551544
30528,201905,식품,제과류,20,F,서울,서초구,97.25946049293516
30533,201905,식품,제과류,20,all,서울,강남구,96.70139903115141
30534,201905,식품,제과류,20,all,서울,강동구,99.21064729308874
30538,201905,식품,제과류,20,all,서울,송파구,97.29051529057669
30551,201905,식품,주류,20,M,서울,강남구,83.53097863829956
30558,201905,식품,주류,20,all,서울,강동구,119.4761506896389
30562,201905,식품,주류,20,all,서울,서초구,109.51158874786364
30564,201905,식품,주류,20,all,서울,송파구,105.22837785463896
30582,201905,일용품,애완동물용품,20,F,서울,송파구,87.74515366287608
30584,201905,일용품,애완동물용품,20,M,서울,강남구,109.50326626651407
30593,201905,일용품,애완동물용품,20,all,서울,서초구,117.50244471031937
30599,201905,화장품,바디/헤어용품,20,F,서울,서초구,114.39849233733587
30605,201905,화장품,바디/헤어용품,20,M,서울,강남구,100.3702459791737
30609,201905,화장품,바디/헤어용품,20,M,서울,송파구,100.23422835164831
30613,201905,화장품,바디/헤어용품,20,all,서울,강남구,92.2680833729204
30628,201905,화장품,뷰티소품,20,all,서울,강남구,78.96347536609345
30629,201905,화장품,뷰티소품,20,all,서울,강동구,107.89671707046465
30633,201905,화장품,뷰티소품,20,all,서울,서초구,161.00794907743241
30635,201905,화장품,화장품,20,F,서울,강남구,98.71521755695551
30641,201905,화장품,화장품,20,M,서울,강남구,95.86289773882
30645,201905,화장품,화장품,20,M,서울,서초구,91.52231639601999
30651,201905,화장품,화장품,20,all,서울,강남구,97.7706334612011
30656,201905,화장품,화장품,20,all,서울,송파구,97.33984758745815
30661,201905,건강/의료용품,건강관리용품,20,F,서울,서초구,61.90751445086706
30663,201905,건강/의료용품,건강관리용품,20,M,서울,서초구,99.75315894417551
30669,201905,건강/의료용품,건강관리용품,20,all,서울,서초구,79.86520278993059
30678,201905,식품,가공식품,20,F,서울,서초구,110.9766559979403
30681,201905,식품,가공식품,20,M,서울,강남구,126.51481923716636
30690,201905,식품,가공식품,20,all,서울,강남구,105.25599600138494
30691,201905,식품,가공식품,20,all,서울,강동구,119.23506074106876
30700,201905,식품,기호식품,20,F,서울,서초구,108.80797419228554
30706,201905,식품,기호식품,20,M,서울,강동구,74.00834200403503
30712,201905,식품,기호식품,20,M,서울,송파구,100.71209484622955
30716,201905,식품,기호식품,20,all,서울,강남구,113.01972374340264
30720,201905,식품,기호식품,20,all,서울,서초구,107.12288851393558
30721,201905,식품,기호식품,20,all,서울,송파구,98.60712720598715
30736,201905,식품,담배,20,M,서울,강남구,143.67948252174347
30740,201905,식품,담배,20,M,서울,송파구,166.80001552987716
30743,201905,식품,담배,20,all,서울,강동구,190.1272164644629
30747,201905,식품,담배,20,all,서울,서초구,266.7264551492308
30748,201905,식품,담배,20,all,서울,송파구,139.24918627215465
30750,201905,식품,빙과류,20,F,서울,강남구,103.98304272087252
30763,201905,식품,빙과류,20,all,서울,강동구,128.03668038247238
30766,201905,식품,빙과류,20,all,서울,서초구,135.58223932616798
30770,201905,식품,빵류,20,M,서울,강남구,103.44710874626163
30771,201905,식품,빵류,20,M,서울,서초구,131.17831851214132
30774,201905,식품,빵류,20,all,서울,강남구,90.599519183446
30780,201905,식품,빵류,20,all,서울,송파구,122.66374106601737
30785,201905,식품,신선식품,20,F,서울,강동구,102.38610114665713
30788,201905,식품,신선식품,20,F,서울,서초구,122.20460609185041
30796,201905,식품,신선식품,20,M,서울,송파구,99.05295994653773
30804,201905,식품,신선식품,20,all,서울,서초구,121.35552330018187
30809,201905,식품,유제품류,20,F,서울,송파구,111.49711540586769
30816,201905,식품,유제품류,20,M,서울,송파구,103.90646868178423
30830,201905,식품,음료,20,F,서울,서초구,120.43394896802296
30831,201905,식품,음료,20,F,서울,송파구,116.50442348739452
30836,201905,식품,음료,20,M,서울,서초구,136.93403148734154
30840,201905,식품,음료,20,all,서울,강동구,137.56790755804545
30852,201905,식품,제과류,20,M,서울,강남구,102.9805939868327
30866,201905,식품,주류,20,F,서울,서초구,102.43112908700078
30867,201905,식품,주류,20,F,서울,송파구,105.40448671994905
30875,201905,식품,주류,20,all,서울,강남구,96.6354412527422
30878,201905,일용품,생활용품,20,F,서울,강남구,91.25227070988764
30879,201905,일용품,생활용품,20,F,서울,강동구,97.79013787336288
30883,201905,일용품,생활용품,20,M,서울,강남구,131.32211912751765
30886,201905,일용품,생활용품,20,all,서울,강동구,115.91564968094877
30892,201905,일용품,생활용품,20,all,서울,송파구,113.16683923205177
30897,201905,일용품,애완동물용품,20,F,서울,강동구,42.21837555920239
30902,201905,일용품,애완동물용품,20,F,서울,서초구,129.40097562945598
30908,201905,일용품,애완동물용품,20,M,서울,송파구,120.98574654247814
30926,201905,화장품,바디/헤어용품,20,M,서울,서초구,110.50759723002531
30933,201905,화장품,바디/헤어용품,20,all,서울,서초구,113.1399139695892
30935,201905,화장품,바디/헤어용품,20,all,서울,송파구,102.11641287851693
30944,201905,화장품,뷰티소품,20,M,서울,송파구,125.5059823325506
30979,201905,건강/의료용품,건강관리용품,20,M,서울,강동구,127.88942287716576
30989,201905,식품,가공식품,20,F,서울,강남구,98.37951829055756
30990,201905,식품,가공식품,20,F,서울,강동구,114.99538665509584
30995,201905,식품,가공식품,20,M,서울,강동구,129.5674167812376
30999,201905,식품,가공식품,20,M,서울,송파구,109.46732646686644
31007,201905,식품,기호식품,20,F,서울,송파구,97.95812128283501
31013,201905,식품,기호식품,20,all,서울,강동구,101.25985191087915
31020,201905,식품,담배,20,F,서울,강남구,152.59532682492463
31023,201905,식품,담배,20,F,서울,송파구,115.85605410401092
31031,201905,식품,담배,20,M,서울,서초구,298.6038283431518
31037,201905,식품,빙과류,20,F,서울,강동구,119.678061387418
31039,201905,식품,빙과류,20,F,서울,서초구,135.26236608474372
31047,201905,식품,빙과류,20,all,서울,강남구,109.2997875904275
31059,201905,식품,빵류,20,F,서울,서초구,123.73014865644647
31073,201905,식품,빵류,20,all,서울,강동구,93.34824962373631
31077,201905,식품,빵류,20,all,서울,서초구,126.29244879031248
31079,201905,식품,신선식품,20,F,서울,강남구,112.71028572874823
31086,201905,식품,신선식품,20,M,서울,강남구,109.11415196753151
31091,201905,식품,신선식품,20,M,서울,서초구,118.71656267107213
31095,201905,식품,신선식품,20,all,서울,강동구,109.3510592689531
31102,201905,식품,신선식품,20,all,서울,송파구,103.52972235821508
31106,201905,식품,유제품류,20,F,서울,강남구,95.54766275208608
31124,201905,식품,유제품류,20,all,서울,서초구,118.64303558146351
31127,201905,식품,유제품류,20,all,서울,송파구,109.6483337023344
31129,201905,식품,음료,20,F,서울,강동구,131.95066900639077
31136,201905,식품,음료,20,M,서울,강남구,134.9804577705974
31137,201905,식품,음료,20,M,서울,강동구,146.38577718177368
31149,201905,식품,제과류,20,F,서울,강남구,94.29955235297348
31153,201905,식품,제과류,20,F,서울,송파구,97.69213901884217
31157,201905,식품,제과류,20,M,서울,강동구,105.6137665386675
31159,201905,식품,제과류,20,M,서울,송파구,95.97580033499344
31167,201905,식품,주류,20,F,서울,강동구,126.28793231424544
31172,201905,식품,주류,20,M,서울,강동구,103.00024331355631
31187,201905,일용품,생활용품,20,F,서울,송파구,114.2492423575786
31190,201905,일용품,생활용품,20,M,서울,강동구,151.27889348572182
31195,201905,일용품,생활용품,20,M,서울,서초구,110.56371382409662
31200,201905,일용품,생활용품,20,all,서울,강남구,99.41101512843548
31204,201905,일용품,생활용품,20,all,서울,서초구,120.23756593622184
31206,201905,일용품,애완동물용품,20,F,서울,강남구,104.12206640241621
31218,201905,일용품,애완동물용품,20,M,서울,서초구,58.33159000192464
31221,201905,일용품,애완동물용품,20,all,서울,강남구,105.1245641037188
31222,201905,일용품,애완동물용품,20,all,서울,강동구,0.0
31244,201905,화장품,뷰티소품,20,F,서울,강남구,42.24263097407714
31249,201905,화장품,뷰티소품,20,F,서울,서초구,156.10230933066651
31251,201905,화장품,뷰티소품,20,F,서울,송파구,72.52952529593487
31272,201905,화장품,화장품,20,M,서울,송파구,113.32319161682432
31278,201905,화장품,화장품,20,all,서울,서초구,81.423241699518
31285,201905,건강/의료용품,건강관리용품,30,F,서울,서초구,77.90487557168137
31299,201905,식품,가공식품,30,F,서울,강동구,96.27236071051256
31319,201905,식품,가공식품,30,all,서울,서초구,103.14578681829046
31324,201905,식품,기호식품,30,F,서울,강동구,85.35233797563716
31346,201905,식품,기호식품,30,all,서울,서초구,102.42444757209593
31362,201905,식품,담배,30,all,서울,강동구,159.4869914839144
31366,201905,식품,빙과류,30,F,서울,서초구,101.93301714160448
31373,201905,식품,빙과류,30,M,서울,서초구,134.044635808081
31376,201905,식품,빙과류,30,all,서울,강남구,114.76707669856457
31388,201905,식품,빵류,30,M,서울,강남구,100.04372481333536
31393,201905,식품,빵류,30,M,서울,서초구,103.08641140265732
31395,201905,식품,빵류,30,M,서울,송파구,114.36002844953914
31398,201905,식품,빵류,30,all,서울,강동구,113.4143431502469
31400,201905,식품,빵류,30,all,서울,서초구,103.4509636080495
31403,201905,식품,신선식품,30,F,서울,강동구,82.93283279054333
31414,201905,식품,신선식품,30,M,서울,강남구,97.66782767410065
31431,201905,식품,유제품류,30,F,서울,강남구,94.21175778870266
31448,201905,식품,유제품류,30,all,서울,서초구,109.88461741721106
31452,201905,식품,음료,30,F,서울,강남구,91.17994630291288
31456,201905,식품,음료,30,M,서울,강남구,109.69200488122364
31457,201905,식품,음료,30,M,서울,서초구,105.9627721550833
31461,201905,식품,음료,30,all,서울,강동구,106.80059935893469
31463,201905,식품,음료,30,all,서울,송파구,105.63113170326281
31473,201905,식품,제과류,30,F,서울,송파구,90.21555985629445
31517,201905,일용품,생활용품,30,M,서울,강남구,106.0287444635467
31528,201905,일용품,생활용품,30,all,서울,송파구,95.25901916459664
31529,201905,일용품,애완동물용품,30,F,서울,강동구,78.76766091051806
31532,201905,일용품,애완동물용품,30,F,서울,송파구,73.37988770713649
31534,201905,일용품,애완동물용품,30,M,서울,강남구,89.49534309201317
31537,201905,일용품,애완동물용품,30,M,서울,송파구,68.00898153269749
31552,201905,화장품,바디/헤어용품,30,F,서울,서초구,118.44314417215669
31554,201905,화장품,바디/헤어용품,30,F,서울,송파구,75.06834408516391
31557,201905,화장품,바디/헤어용품,30,M,서울,강남구,54.792458640640056
31581,201905,화장품,뷰티소품,30,M,서울,서초구,127.8327307810012
31586,201905,화장품,화장품,30,F,서울,강동구,116.67192204077732
31606,201905,건강/의료용품,건강관리용품,30,F,서울,강남구,90.89535722114671
31607,201905,건강/의료용품,건강관리용품,30,F,서울,강동구,118.4794795948005
31612,201905,건강/의료용품,건강관리용품,30,F,서울,송파구,60.70844309174637
31619,201905,건강/의료용품,건강관리용품,30,M,서울,서초구,69.59170852505302
31622,201905,건강/의료용품,건강관리용품,30,all,서울,강동구,108.32585316148092
31627,201905,건강/의료용품,건강관리용품,30,all,서울,서초구,74.23929844058574
31635,201905,식품,가공식품,30,F,서울,서초구,102.75897822209585
31636,201905,식품,가공식품,30,F,서울,송파구,98.26867334623077
31639,201905,식품,가공식품,30,M,서울,강동구,88.13026498030766
31646,201905,식품,기호식품,30,F,서울,서초구,102.59681576706268
31648,201905,식품,기호식품,30,M,서울,강남구,71.55386534626244
31649,201905,식품,기호식품,30,M,서울,강동구,93.74781876783476
31654,201905,식품,기호식품,30,M,서울,서초구,101.96105439648363
31655,201905,식품,기호식품,30,M,서울,송파구,70.90273698019999
31658,201905,식품,기호식품,30,all,서울,강동구,88.05084728675962
31663,201905,식품,담배,30,F,서울,강동구,152.67834475755268
31666,201905,식품,담배,30,F,서울,송파구,96.64605543895985
31675,201905,식품,담배,30,all,서울,송파구,113.036217097996
31695,201905,식품,빙과류,30,all,서울,서초구,111.98918670732456
31696,201905,식품,빙과류,30,all,서울,송파구,121.90098991304363
31699,201905,식품,빵류,30,F,서울,강남구,108.32720841940159
31710,201905,식품,빵류,30,all,서울,강남구,105.31797608949356
